climate_zone,city,building_type,parameter,variant,wwr_target,u_factor,shgc,infil_rate,peak_heat_mult,peak_cool_mult,annual_heat_mult,annual_cool_mult,combined_peak_mult,baseline_peak_heat_kW,baseline_peak_cool_kW,baseline_annual_heat_MWh,baseline_annual_cool_MWh
5B,denver,outpatient,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,60.44,212.05,36.271,563.821
5B,denver,outpatient,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,60.44,212.05,36.271,563.821
5B,denver,outpatient,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.1298,0.9191,1.0605,0.8449,1.019,60.44,212.05,36.271,563.821
5B,denver,outpatient,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9802,1.0091,0.9751,1.0568,0.9946,60.44,212.05,36.271,563.821
5B,denver,outpatient,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9391,0.9379,0.9561,0.9525,0.9385,60.44,212.05,36.271,563.821
5B,denver,outpatient,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0352,1.0144,1.039,1.0095,1.0248,60.44,212.05,36.271,563.821
5B,denver,outpatient,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.214,1.0902,1.1373,1.067,1.1505,60.44,212.05,36.271,563.821
5B,denver,outpatient,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.3398,1.1711,1.2542,1.1244,1.2526,60.44,212.05,36.271,563.821
5B,denver,outpatient,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.5012,1.2553,1.3882,1.1792,1.3727,60.44,212.05,36.271,563.821
1A,miami,outpatient,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,23.64,246.76,2.107,812.232
1A,miami,outpatient,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.9625,1.2596,0.9664,1.4405,1.1011,23.64,246.76,2.107,812.232
1A,miami,outpatient,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0241,0.8678,1.0304,0.7816,0.9427,23.64,246.76,2.107,812.232
1A,miami,outpatient,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,23.64,246.76,2.107,812.232
1A,miami,outpatient,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.9986,1.0739,0.9987,1.0782,1.0355,23.64,246.76,2.107,812.232
1A,miami,outpatient,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.022,1.1302,1.02,1.1219,1.0747,23.64,246.76,2.107,812.232
1A,miami,outpatient,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9887,0.9542,0.9914,0.9573,0.9713,23.64,246.76,2.107,812.232
1A,miami,outpatient,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0267,1.0135,1.0369,1.0161,1.0201,23.64,246.76,2.107,812.232
1A,miami,outpatient,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,23.64,246.76,2.107,812.232
1A,miami,outpatient,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9845,0.9932,0.9859,0.9901,0.9888,23.64,246.76,2.107,812.232
1A,miami,outpatient,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9873,1.0372,0.9883,1.0592,1.012,23.64,246.76,2.107,812.232
1A,miami,outpatient,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0134,0.9627,1.0135,0.9411,0.9877,23.64,246.76,2.107,812.232
1A,miami,outpatient,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,23.64,246.76,2.107,812.232
1A,miami,outpatient,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,23.64,246.76,2.107,812.232
1A,miami,outpatient,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0126,0.9324,1.0145,0.8876,0.9716,23.64,246.76,2.107,812.232
1A,miami,outpatient,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.996,1.0068,0.9946,1.042,1.0014,23.64,246.76,2.107,812.232
1A,miami,outpatient,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9977,0.9555,0.9994,0.9512,0.9764,23.64,246.76,2.107,812.232
1A,miami,outpatient,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9882,1.011,1.0002,1.01,0.9996,23.64,246.76,2.107,812.232
1A,miami,outpatient,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9791,1.0689,1.0047,1.0674,1.023,23.64,246.76,2.107,812.232
1A,miami,outpatient,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,0.9749,1.126,1.0105,1.1239,1.0477,23.64,246.76,2.107,812.232
1A,miami,outpatient,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,0.9786,1.1795,1.021,1.1769,1.0744,23.64,246.76,2.107,812.232
3A,atlanta,restaurant_fastfood,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.8897,1.3477,0.5594,1.7876,1.095,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0551,0.8249,1.3244,0.6136,0.9329,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.9968,1.0322,0.9015,1.0501,1.0143,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.0316,1.0558,1.0046,1.0697,1.0436,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9838,0.9783,0.9825,0.9769,0.981,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0105,1.003,1.0355,0.9907,1.0067,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9946,0.9985,0.9829,1.005,0.9966,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9923,1.0128,0.9616,1.0308,1.0025,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0076,0.9873,1.0396,0.9694,0.9974,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.7648,1.1731,0.4211,1.1898,0.9472,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.1205,0.914,1.4358,0.9162,1.012,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0271,0.944,1.1475,0.8876,0.9847,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.976,1.049,0.8843,1.0995,1.0118,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.99,0.9746,1.0394,0.9678,0.9823,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0006,1.003,0.9922,1.0036,1.0018,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0111,1.0299,0.9585,1.0381,1.0205,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0216,1.0554,0.9358,1.0717,1.0384,22.88,43.81,5.518,105.195
3A,atlanta,restaurant_fastfood,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.0323,1.0802,0.9231,1.1042,1.056,22.88,43.81,5.518,105.195
5A,buffalo,restaurant_fastfood,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.8806,1.4582,0.5173,2.0125,1.1332,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0607,0.7687,1.3416,0.5087,0.903,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0125,1.0468,0.9746,1.0444,1.0295,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.081,1.0776,1.188,1.052,1.0793,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9617,0.9704,0.9077,0.9849,0.966,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0173,1.0042,1.0602,0.9738,1.0107,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9914,0.9979,0.9708,1.0141,0.9946,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.991,1.0169,0.9586,1.0386,1.0039,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0088,0.9833,1.0424,0.9616,0.9959,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.7298,1.2263,0.3839,1.1961,0.946,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.1316,0.8879,1.4408,0.921,1.0024,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0295,0.9266,1.1566,0.8628,0.9767,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9737,1.0643,0.8743,1.1221,1.018,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9674,0.961,0.9458,0.9747,0.9642,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0019,1.0047,1.002,1.0029,1.0033,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0335,1.0457,1.0613,1.0299,1.0396,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0624,1.0849,1.1246,1.0556,1.0736,18.63,33.48,9.652,79.341
5A,buffalo,restaurant_fastfood,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.0921,1.1204,1.1905,1.0802,1.1061,18.63,33.48,9.652,79.341
5B,denver,restaurant_fastfood,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.8758,1.5163,0.4323,1.9779,1.1524,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0647,0.7399,1.5021,0.5308,0.8876,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0118,1.054,0.9205,1.0632,1.0327,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.0912,1.0883,1.2049,1.077,1.0898,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.956,0.9673,0.8978,0.9768,0.9616,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.012,0.9998,1.0495,0.9811,1.0059,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.994,1.0001,0.9763,1.0102,0.997,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9902,1.0187,0.9435,1.0375,1.0043,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0097,0.9812,1.0591,0.963,0.9953,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.7184,1.2478,0.288,1.216,0.9468,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.1391,0.8927,1.6844,0.9198,1.0084,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0312,0.918,1.2213,0.8671,0.973,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9725,1.0716,0.8349,1.1191,1.0208,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9632,0.9563,0.9622,0.9634,0.9598,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0019,1.0053,0.9949,1.0038,1.0036,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0376,1.0521,1.05,1.0437,1.0448,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0717,1.097,1.1214,1.0826,1.0842,18.04,29.25,4.391,84.181
5B,denver,restaurant_fastfood,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.1051,1.14,1.205,1.1204,1.1224,18.04,29.25,4.391,84.181
1A,miami,restaurant_fastfood,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.4509,1.3321,0.2946,1.5525,0.775,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.3265,0.8324,2.4226,0.7197,1.0508,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.9299,1.0321,0.7643,1.0461,0.9797,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.0832,1.055,0.9885,1.0689,1.069,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9473,0.9786,0.9671,0.9751,0.9628,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0441,1.0048,1.1039,1.0018,1.0243,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9764,0.9976,0.9533,0.999,0.987,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9621,1.0121,0.9041,1.0225,0.9868,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0314,0.9878,1.1075,0.9767,1.0094,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.1066,1.1682,0.0686,1.1821,0.3529,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.4969,0.9158,4.1276,0.9103,1.1709,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.1543,0.9461,1.4667,0.9136,1.045,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.8698,1.0469,0.7303,1.0746,0.9542,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,1.0112,0.9745,1.1583,0.968,0.9927,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9989,1.0029,0.9864,1.0036,1.0009,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9855,1.0296,0.8749,1.0371,1.0073,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,0.99,1.055,0.8187,1.0689,1.022,3.83,46.3,0.006,161.095
1A,miami,restaurant_fastfood,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,0.995,1.0837,0.7946,1.0991,1.0384,3.83,46.3,0.006,161.095
3A,atlanta,restaurant_sitdown,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.2178,1.3384,0.069,1.6323,0.54,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.4641,0.8299,7.0133,0.6875,1.1023,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0953,1.0354,1.2726,1.0529,1.0649,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.6022,1.0635,5.8867,1.0636,1.3053,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.6961,0.9767,0.3475,0.9811,0.8245,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.1545,1.003,1.9738,0.9907,1.0761,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9144,0.9985,0.6955,1.0049,0.9555,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.8872,1.0158,0.5711,1.0337,0.9493,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.1213,0.9841,1.8526,0.9664,1.0505,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.0,1.3587,0.0,1.4352,0.0,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,2.2197,0.8224,28.9161,0.8018,1.3511,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.2195,0.9307,2.8107,0.8759,1.0654,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.8303,1.0605,0.4709,1.109,0.9384,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.8611,0.9748,0.6052,0.9683,0.9162,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0042,1.003,1.0065,1.0043,1.0036,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.1401,1.0304,1.6294,1.0388,1.0838,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.2689,1.0621,2.4178,1.0721,1.1609,5.49,68.2,0.017,208.324
3A,atlanta,restaurant_sitdown,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.3899,1.0852,3.4744,1.1042,1.2281,5.49,68.2,0.017,208.324
5A,buffalo,restaurant_sitdown,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.0,1.394,0.0,1.7835,0.0,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.7178,0.8017,11.7199,0.6165,1.1735,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.2919,1.0337,1.7629,1.042,1.1556,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,2.5277,1.0473,25.6296,1.0228,1.627,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.1899,0.9731,0.0455,1.002,0.4298,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.8723,1.0039,4.0412,0.9741,1.371,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.5719,0.998,0.4125,1.014,0.7555,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.726,1.0183,0.4435,1.0424,0.8598,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.2911,0.9815,2.0361,0.958,1.1257,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.0001,1.4162,0.0,1.5492,0.0089,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,2.1977,0.7867,74.4853,0.7761,1.3149,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.376,0.9192,3.0565,0.8476,1.1247,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.6782,1.0703,0.3437,1.1348,0.852,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.3951,0.9659,0.1294,0.9855,0.6178,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.0261,1.0043,1.0614,1.0032,1.0151,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.6159,1.0315,4.2393,1.0205,1.2911,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,2.1068,1.0521,13.5753,1.0376,1.4888,3.89,58.89,0.018,170.403
5A,buffalo,restaurant_sitdown,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,2.6325,1.1038,29.4987,1.0546,1.7046,3.89,58.89,0.018,170.403
5B,denver,restaurant_sitdown,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,2.12,55.32,0.015,187.109
