climate_zone,city,building_type,parameter,variant,wwr_target,u_factor,shgc,infil_rate,peak_heat_mult,peak_cool_mult,annual_heat_mult,annual_cool_mult,combined_peak_mult,baseline_peak_heat_kW,baseline_peak_cool_kW,baseline_annual_heat_MWh,baseline_annual_cool_MWh
5A,buffalo,hotel_small,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,47.65,79.79,22.745,228.352
5A,buffalo,hotel_small,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9529,0.9684,0.9308,0.99,0.9606,47.65,79.79,22.745,228.352
5A,buffalo,hotel_small,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.1058,1.0718,1.1848,1.029,1.0887,47.65,79.79,22.745,228.352
5A,buffalo,hotel_small,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.2569,1.1787,1.4901,1.0753,1.2172,47.65,79.79,22.745,228.352
5A,buffalo,hotel_small,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.4111,1.2826,1.8318,1.1254,1.3453,47.65,79.79,22.745,228.352
5A,buffalo,hotel_small,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.5603,1.3867,2.1997,1.178,1.471,47.65,79.79,22.745,228.352
5B,denver,hotel_small,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,45.34,76.83,12.468,265.968
5B,denver,hotel_small,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.83,1.2644,0.7898,1.4889,1.0244,45.34,76.83,12.468,265.968
5B,denver,hotel_small,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.0946,0.8631,1.229,0.7667,0.972,45.34,76.83,12.468,265.968
5B,denver,hotel_small,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,45.34,76.83,12.468,265.968
5B,denver,hotel_small,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0428,1.0989,1.0308,1.0966,1.0705,45.34,76.83,12.468,265.968
5B,denver,hotel_small,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.2281,1.1772,1.4873,1.0772,1.2024,45.34,76.83,12.468,265.968
5B,denver,hotel_small,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.893,0.9387,0.8269,0.9898,0.9155,45.34,76.83,12.468,265.968
5B,denver,hotel_small,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.245,1.0049,1.4289,0.9334,1.1186,45.34,76.83,12.468,265.968
5B,denver,hotel_small,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,45.34,76.83,12.468,265.968
5B,denver,hotel_small,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.8844,0.9987,0.8173,1.0392,0.9398,45.34,76.83,12.468,265.968
5B,denver,hotel_small,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.8658,1.0907,0.711,1.2142,0.9718,45.34,76.83,12.468,265.968
5B,denver,hotel_small,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.1499,0.908,1.4958,0.7924,1.0218,45.34,76.83,12.468,265.968
5B,denver,hotel_small,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,45.34,76.83,12.468,265.968
5B,denver,hotel_small,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,45.34,76.83,12.468,265.968
5B,denver,hotel_small,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,45.34,76.83,12.468,265.968
5B,denver,hotel_small,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,45.34,76.83,12.468,265.968
5B,denver,hotel_small,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9468,0.9565,0.9301,0.9791,0.9516,45.34,76.83,12.468,265.968
5B,denver,hotel_small,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,1.1008,1.09,1.2064,1.0639,1.0954,45.34,76.83,12.468,265.968
5B,denver,hotel_small,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.2449,1.22,1.5715,1.1521,1.2324,45.34,76.83,12.468,265.968
5B,denver,hotel_small,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.3918,1.3495,2.0077,1.2425,1.3705,45.34,76.83,12.468,265.968
5B,denver,hotel_small,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.5521,1.4755,2.5029,1.334,1.5133,45.34,76.83,12.468,265.968
1A,miami,hotel_small,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,12.02,100.47,1.534,462.239
1A,miami,hotel_small,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.6749,1.2057,1.033,1.2807,0.9021,12.02,100.47,1.534,462.239
1A,miami,hotel_small,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.1845,0.8995,1.0775,0.8591,1.0322,12.02,100.47,1.534,462.239
1A,miami,hotel_small,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,12.02,100.47,1.534,462.239
1A,miami,hotel_small,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.9917,1.0659,0.9335,1.0698,1.0281,12.02,100.47,1.534,462.239
1A,miami,hotel_small,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.0474,1.1178,0.909,1.1055,1.082,12.02,100.47,1.534,462.239
1A,miami,hotel_small,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9816,0.9585,1.0323,0.9641,0.97,12.02,100.47,1.534,462.239
1A,miami,hotel_small,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.0997,1.0536,1.0179,1.0258,1.0764,12.02,100.47,1.534,462.239
1A,miami,hotel_small,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,12.02,100.47,1.534,462.239
1A,miami,hotel_small,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9543,0.9736,0.9931,0.9862,0.9639,12.02,100.47,1.534,462.239
1A,miami,hotel_small,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9208,1.0866,0.8824,1.1318,1.0003,12.02,100.47,1.534,462.239
1A,miami,hotel_small,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.1297,0.9143,1.1334,0.8685,1.0163,12.02,100.47,1.534,462.239
1A,miami,hotel_small,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,12.02,100.47,1.534,462.239
1A,miami,hotel_small,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,12.02,100.47,1.534,462.239
1A,miami,hotel_small,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,12.02,100.47,1.534,462.239
1A,miami,hotel_small,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,12.02,100.47,1.534,462.239
1A,miami,hotel_small,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,1.0003,0.9744,1.0225,0.9742,0.9872,12.02,100.47,1.534,462.239
1A,miami,hotel_small,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9993,1.0527,0.9392,1.0622,1.0257,12.02,100.47,1.534,462.239
1A,miami,hotel_small,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0023,1.1265,0.8656,1.1483,1.0626,12.02,100.47,1.534,462.239
1A,miami,hotel_small,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0078,1.2023,0.8011,1.2326,1.1008,12.02,100.47,1.534,462.239
1A,miami,hotel_small,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.0149,1.2857,0.7453,1.3151,1.1423,12.02,100.47,1.534,462.239
3A,atlanta,large_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.6631,1.1649,0.3626,1.2504,0.8789,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.393,0.9138,1.7842,0.8775,1.1282,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.1072,1.1782,1.3964,1.1429,1.1422,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.5521,1.3012,4.1928,1.1811,1.4211,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.6647,0.9047,0.3337,0.9482,0.7754,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.4587,1.0118,2.0514,0.9841,1.2149,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.8416,0.994,0.6443,1.0087,0.9147,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9388,1.173,0.8453,1.2752,1.0494,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0942,0.827,1.2594,0.7254,0.9513,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9715,1.1525,0.8289,1.1287,1.0581,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0163,0.924,1.1246,0.9365,0.9691,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.1182,0.9127,1.4591,0.9015,1.0102,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9182,1.035,0.7838,1.0583,0.9749,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.853,0.853,0.6259,0.8848,0.853,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.8979,0.9107,0.7414,0.933,0.9043,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9723,0.9753,0.9167,0.9814,0.9738,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0401,1.0397,1.1509,1.0294,1.0399,400.95,1764.42,24.295,5618.512
3A,atlanta,large_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.098,1.113,1.4386,1.0774,1.1055,400.95,1764.42,24.295,5618.512
5A,buffalo,large_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.6207,1.1777,0.4747,1.2845,0.855,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.2851,0.9034,1.5169,0.8627,1.0775,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0511,1.1795,1.2927,1.1171,1.1134,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.3055,1.2921,2.9674,1.1168,1.2988,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.9002,0.9078,0.391,0.9836,0.904,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.1123,1.0092,1.821,0.9651,1.0595,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9699,0.9952,0.676,1.0212,0.9825,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9303,1.1822,0.8659,1.3294,1.0487,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0602,0.8176,1.1833,0.6721,0.9311,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9703,1.1598,0.8353,1.1465,1.0608,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0015,0.9203,1.1079,0.9289,0.96,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.1191,0.9064,1.3263,0.8905,1.0071,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.8981,1.0381,0.8329,1.0652,0.9655,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9109,0.8393,0.5432,0.9215,0.8744,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9435,0.9081,0.7158,0.9536,0.9256,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9854,0.9745,0.9162,0.9869,0.9799,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0153,1.0399,1.1353,1.0209,1.0275,929.49,1684.81,161.713,4637.54
5A,buffalo,large_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.0641,1.1098,1.3743,1.0554,1.0867,929.49,1684.81,161.713,4637.54
5B,denver,large_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,488.43,1713.81,74.762,5122.804
5B,denver,large_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.8227,1.1775,0.4396,1.2682,0.9843,488.43,1713.81,74.762,5122.804
5B,denver,large_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.1441,0.9016,1.538,0.8701,1.0156,488.43,1713.81,74.762,5122.804
5B,denver,large_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,488.43,1713.81,74.762,5122.804
5B,denver,large_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.2414,1.1968,1.4714,1.1605,1.2189,488.43,1713.81,74.762,5122.804
5B,denver,large_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,2.0787,1.328,4.0899,1.1836,1.6615,488.43,1713.81,74.762,5122.804
5B,denver,large_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.5923,0.9016,0.2698,0.9617,0.7308,488.43,1713.81,74.762,5122.804
5B,denver,large_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.3206,0.9915,1.6371,0.9719,1.1443,488.43,1713.81,74.762,5122.804
5B,denver,large_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,488.43,1713.81,74.762,5122.804
5B,denver,large_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.882,1.0045,0.7493,1.0167,0.9412,488.43,1713.81,74.762,5122.804
5B,denver,large_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9595,1.1794,0.8685,1.3007,1.0638,488.43,1713.81,74.762,5122.804
5B,denver,large_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0421,0.8202,1.1784,0.7002,0.9245,488.43,1713.81,74.762,5122.804
5B,denver,large_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.9673,1.1572,0.8411,1.1381,1.058,488.43,1713.81,74.762,5122.804
5B,denver,large_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0138,0.9205,1.1019,0.9326,0.9661,488.43,1713.81,74.762,5122.804
5B,denver,large_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.056,0.9061,1.3328,0.8956,0.9782,488.43,1713.81,74.762,5122.804
5B,denver,large_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.956,1.0379,0.8169,1.0621,0.9961,488.43,1713.81,74.762,5122.804
5B,denver,large_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.7303,0.8331,0.4024,0.8835,0.78,488.43,1713.81,74.762,5122.804
5B,denver,large_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.798,0.9005,0.5997,0.9315,0.8477,488.43,1713.81,74.762,5122.804
5B,denver,large_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9433,0.9702,0.8774,0.9807,0.9566,488.43,1713.81,74.762,5122.804
5B,denver,large_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0836,1.0465,1.2146,1.0307,1.0649,488.43,1713.81,74.762,5122.804
5B,denver,large_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.2138,1.1224,1.6054,1.0813,1.1672,488.43,1713.81,74.762,5122.804
1A,miami,large_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,21.34,1865.12,0.062,6981.497
1A,miami,large_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.2702,1.1492,0.2238,1.205,0.5572,21.34,1865.12,0.062,6981.497
1A,miami,large_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.807,0.9237,2.1004,0.8987,1.2919,21.34,1865.12,0.062,6981.497
1A,miami,large_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,21.34,1865.12,0.062,6981.497
1A,miami,large_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,2.032,1.169,2.0189,1.1302,1.5413,21.34,1865.12,0.062,6981.497
1A,miami,large_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,6.2886,1.2718,13.1113,1.1928,2.828,21.34,1865.12,0.062,6981.497
1A,miami,large_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.2495,0.9204,0.1959,0.9316,0.4792,21.34,1865.12,0.062,6981.497
1A,miami,large_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,2.8734,1.0139,3.7331,1.0086,1.7068,21.34,1865.12,0.062,6981.497
1A,miami,large_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,21.34,1865.12,0.062,6981.497
1A,miami,large_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.3939,0.9929,0.4255,0.994,0.6253,21.34,1865.12,0.062,6981.497
1A,miami,large_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.7682,1.1617,0.7799,1.2241,0.9447,21.34,1865.12,0.062,6981.497
1A,miami,large_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.2391,0.8395,1.258,0.776,1.0199,21.34,1865.12,0.062,6981.497
1A,miami,large_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.8105,1.1422,0.8013,1.1059,0.9621,21.34,1865.12,0.062,6981.497
1A,miami,large_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0911,0.929,1.1055,0.9471,1.0068,21.34,1865.12,0.062,6981.497
1A,miami,large_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.4877,0.9207,1.6144,0.9184,1.1704,21.34,1865.12,0.062,6981.497
1A,miami,large_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.6589,1.031,0.6335,1.0482,0.8242,21.34,1865.12,0.062,6981.497
1A,miami,large_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.6087,0.8994,0.9066,0.9103,0.7399,21.34,1865.12,0.062,6981.497
1A,miami,large_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.7517,0.9403,0.8767,0.9478,0.8407,21.34,1865.12,0.062,6981.497
1A,miami,large_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,0.9078,0.9825,0.9495,0.9854,0.9444,21.34,1865.12,0.062,6981.497
1A,miami,large_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.142,1.028,1.1059,1.0232,1.0835,21.34,1865.12,0.062,6981.497
1A,miami,large_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.4763,1.0907,1.3747,1.0612,1.2689,21.34,1865.12,0.062,6981.497
4B,albuquerque,medium_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.4195,1.3966,2.9716,1.463,1.408,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.6841,0.8506,0.5967,0.875,0.7628,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.2611,1.0004,1.4375,0.96,1.1232,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.8401,1.0005,0.836,1.0235,0.9168,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.8754,0.7759,0.8694,0.7319,0.8241,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.939,0.8983,0.878,0.8739,0.9184,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,wwr,wwr_50pct,0.5,2.06120838,0.378,0.000569572250459736,1.0019,1.0149,1.0146,1.0163,1.0083,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,wwr,wwr_70pct,0.7,2.06120838,0.378,0.000569572250459736,1.0649,1.1281,1.2508,1.1583,1.096,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,wwr,wwr_90pct,0.9,2.06120838,0.378,0.000569572250459736,1.1235,1.2374,1.5563,1.299,1.179,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,65.11,174.63,3.724,336.86
4B,albuquerque,medium_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,0.9108,1.2425,0.9626,1.3819,1.0638,65.11,174.63,3.724,336.86
3A,atlanta,medium_office,wwr,wwr_20pct,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,equipment,equip_high,0.2,2.06120838,0.378,0.000569572250459736,0.6734,1.2026,0.3772,1.4705,0.8999,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,equipment,equip_low,0.2,2.06120838,0.378,0.000569572250459736,1.3477,0.8939,1.764,0.7783,1.0976,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,glazing,double_low_e,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,glazing,double_pane,0.2,3.0,0.7,0.000569572250459736,1.0219,1.2282,0.937,1.3138,1.1203,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,glazing,single_pane,0.2,5.8,0.86,0.000569572250459736,1.2831,1.3841,2.0209,1.4056,1.3326,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,glazing,triple_low_e,0.2,0.85,0.2,0.000569572250459736,0.793,0.8662,0.6079,0.8776,0.8288,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,infiltration,leaky,0.2,2.06120838,0.378,0.00114,1.1383,1.0115,1.4751,0.9773,1.073,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,infiltration,standard,0.2,2.06120838,0.378,0.000569572250459736,1.0,1.0,1.0,1.0,1.0,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,infiltration,tight,0.2,2.06120838,0.378,0.000285,0.9193,0.9942,0.7822,1.0127,0.956,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,lighting,lighting_high,0.2,2.06120838,0.378,0.000569572250459736,0.9586,1.038,0.8647,1.0713,0.9975,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,lighting,lighting_low,0.2,2.06120838,0.378,0.000569572250459736,1.0421,0.962,1.165,0.9298,1.0013,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,people,people_high,0.2,2.06120838,0.378,0.000569572250459736,0.938,1.1634,0.7873,1.2134,1.0446,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,people,people_low,0.2,2.06120838,0.378,0.000569572250459736,1.0346,0.9184,1.1521,0.8969,0.9748,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,schedule,sched_5day,0.2,2.06120838,0.378,0.000569572250459736,1.1085,0.9007,1.4427,0.8308,0.9992,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,schedule,sched_extended,0.2,2.06120838,0.378,0.000569572250459736,0.9101,1.0405,0.7621,1.1038,0.9731,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,wwr,wwr_10pct,0.1,2.06120838,0.378,0.000569572250459736,0.9624,0.8134,1.0232,0.7644,0.8847,121.71,175.41,7.715,345.865
3A,atlanta,medium_office,wwr,wwr_30pct,0.3,2.06120838,0.378,0.000569572250459736,0.9653,0.9151,0.9918,0.8898,0.9399,121.71,175.41,7.715,345.865
