county_fips,shallow_soil_class,k_dry_wmpk,k_wmpk,k_sat_wmpk
22009,silt_clay,0.2076,1.31,1.5033
22011,silt_clay,0.2241,1.3518,1.5496
22013,silt_clay,0.2183,1.3345,1.5303
22015,silt_clay,0.2088,1.3647,1.5675
22017,silt_clay,0.2123,1.1884,1.3596
22019,silt_clay,0.1995,1.3153,1.511
22021,silt_clay,0.2161,1.3976,1.6049
22023,silt_clay,0.1713,1.1959,1.3756
22025,silt_clay,0.2096,1.3585,1.5601
22027,medium_fine_sand,0.22,1.4815,1.5999
22029,silt_clay,0.2003,1.2985,1.4912
22031,silt_clay,0.217,1.2448,1.4251
22033,silt_clay,0.2147,1.3382,1.5353
22035,silt_clay,0.2049,1.3262,1.5229
22037,silt_clay,0.2216,1.4081,1.6163
22039,silt_clay,0.2197,1.3703,1.5722
22041,silt_clay,0.2119,1.3374,1.5348
22043,silt_clay,0.2125,1.3628,1.5646
22045,silt_clay,0.1944,1.2297,1.4113
22047,silt_clay,0.1869,1.2027,1.381
22049,silt_clay,0.2176,1.3204,1.5139
22051,silt_clay,0.1545,1.0707,1.2314
22053,silt_clay,0.2064,1.3434,1.5429
22055,silt_clay,0.2074,1.2816,1.47
22057,silt_clay,0.1627,1.104,1.2691
22059,silt_clay,0.2123,1.1849,1.3555
22061,medium_fine_sand,0.2246,1.5081,1.6286
22063,silt_clay,0.2138,1.3553,1.5555
22065,silt_clay,0.2049,1.3219,1.5178
22067,silt_clay,0.2182,1.3665,1.5679
22069,silt_clay,0.2129,1.1823,1.3524
22071,silt_clay,0.1633,1.1036,1.2686
22073,silt_clay,0.2233,1.2306,1.4073
22075,silt_clay,0.1575,1.0853,1.2481
22077,silt_clay,0.2004,1.2816,1.4713
22079,silt_clay,0.2113,1.3678,1.5707
22081,silt_clay,0.2133,1.391,1.5976
22083,silt_clay,0.2139,1.3341,1.5307
22085,silt_clay,0.2188,1.3174,1.5101
22087,silt_clay,0.1659,1.1209,1.2885
22089,silt_clay,0.1655,1.1082,1.2736
22091,silt_clay,0.2338,1.3234,1.5145
22093,silt_clay,0.1934,1.2265,1.4077
22095,silt_clay,0.1717,1.1341,1.303
22097,silt_clay,0.2089,1.2956,1.4863
22099,silt_clay,0.1968,1.2428,1.4263
22101,silt_clay,0.1621,1.0923,1.2555
22103,silt_clay,0.2071,1.2418,1.4234
22105,silt_clay,0.2191,1.2694,1.4536
22107,silt_clay,0.204,1.3241,1.5206
22109,silt_clay,0.1508,1.0491,1.2067
22111,silt_clay,0.2239,1.3288,1.5227
22113,silt_clay,0.1863,1.2219,1.4036
22115,silt_clay,0.218,1.3311,1.5264
22117,silt_clay,0.2367,1.4351,1.6453
22119,silt_clay,0.2148,1.3106,1.5028
22121,silt_clay,0.1991,1.2729,1.4613
22123,silt_clay,0.2132,1.3252,1.5203
22125,silt_clay,0.215,1.3679,1.5701
22127,silt_clay,0.2107,1.1876,1.359
25001,medium_fine_sand,0.1969,1.5428,1.6691
25003,medium_fine_sand,0.2054,1.4974,1.6187
25007,medium_fine_sand,0.21,1.6286,1.7618
25011,medium_fine_sand,0.1987,1.4433,1.5601
25017,medium_fine_sand,0.2034,1.5262,1.6504
25019,medium_fine_sand,0.1967,1.5987,1.7303
25023,medium_fine_sand,0.1837,1.3907,1.5041
25602,medium_fine_sand,0.208,1.568,1.6957
25603,medium_fine_sand,0.2125,1.6282,1.7612
25605,medium_fine_sand,0.2097,1.5705,1.6983
25606,medium_fine_sand,0.213,1.6059,1.7366
25607,medium_fine_sand,0.2072,1.5169,1.6399
25608,medium_fine_sand,0.1955,1.456,1.5743
25609,medium_fine_sand,0.2072,1.5357,1.6605
25610,medium_fine_sand,0.2121,1.5899,1.7192
25613,medium_fine_sand,0.2098,1.5798,1.7084
25614,medium_fine_sand,0.1942,1.4952,1.6174
25615,medium_fine_sand,0.2086,1.557,1.6836
25616,medium_fine_sand,0.2099,1.567,1.6944
24001,silt_clay,0.1993,1.1937,1.3682
24003,medium_fine_sand,0.2311,1.5504,1.6742
24005,silt_clay,0.2236,1.3401,1.5359
24009,medium_fine_sand,0.227,1.5309,1.6534
24011,medium_fine_sand,0.2343,1.6369,1.7687
24013,silt_clay,0.2078,1.2362,1.4166
24015,medium_fine_sand,0.2336,1.5239,1.645
24017,medium_fine_sand,0.2307,1.5159,1.6365
24019,medium_fine_sand,0.2328,1.6084,1.7376
24021,silt_clay,0.2041,1.2109,1.3876
24023,silt_clay,0.2045,1.1922,1.3655
24027,silt_clay,0.2218,1.3445,1.5415
24029,medium_fine_sand,0.2271,1.5131,1.6339
24031,silt_clay,0.2108,1.2081,1.3831
24033,medium_fine_sand,0.2299,1.5516,1.6757
24035,medium_fine_sand,0.2443,1.6193,1.7484
24037,medium_fine_sand,0.2416,1.6257,1.7557
24039,medium_fine_sand,0.2207,1.5429,1.667
24041,medium_fine_sand,0.2353,1.5617,1.6862
24043,silt_clay,0.1999,1.169,1.339
24045,medium_fine_sand,0.2321,1.6408,1.773
24047,medium_fine_sand,0.2296,1.5975,1.726
24510,silt_clay,0.2142,1.3074,1.4992
24600,silt_clay,0.2271,1.3492,1.5461
24601,medium_fine_sand,0.2284,1.535,1.6577
23005,medium_fine_sand,0.1785,1.335,1.4436
23011,silt_clay,0.181,1.2129,1.394
23027,silt_clay,0.1783,1.1889,1.3663
23031,medium_fine_sand,0.1796,1.3289,1.4368
23601,silt_clay,0.182,1.2122,1.3929
23602,silt_clay,0.181,1.1776,1.3525
23606,medium_fine_sand,0.1783,1.2897,1.394
23607,silt_clay,0.1724,1.1213,1.2877
23608,silt_clay,0.1786,1.1409,1.3097
23610,medium_fine_sand,0.1817,1.3165,1.423
23611,silt_clay,0.1672,1.1536,1.3267
23612,silt_clay,0.1972,1.229,1.41
23613,medium_fine_sand,0.1806,1.361,1.4719
23614,silt_clay,0.1652,1.0798,1.2403
23615,silt_clay,0.174,1.1675,1.3418
23617,silt_clay,0.1696,1.1649,1.3395
23619,medium_fine_sand,0.1601,1.2016,1.2994
23620,medium_fine_sand,0.1541,1.1689,1.2642
23621,silt_clay,0.1559,1.0889,1.2526
23622,medium_fine_sand,0.1735,1.2639,1.3663
26001,medium_fine_sand,0.2062,1.5617,1.6889
26003,medium_fine_sand,0.2315,1.8006,1.9479
26005,medium_fine_sand,0.2344,1.7213,1.8609
26007,medium_fine_sand,0.2107,1.5427,1.6678
26009,medium_fine_sand,0.2282,1.8242,1.974
26011,medium_fine_sand,0.2163,1.5603,1.6865
26013,medium_fine_sand,0.1963,1.4472,1.5646
26015,medium_fine_sand,0.2377,1.7128,1.8513
26017,medium_fine_sand,0.2356,1.6849,1.821
26021,medium_fine_sand,0.2319,1.6587,1.7926
26023,medium_fine_sand,0.2402,1.7305,1.8705
26025,medium_fine_sand,0.2371,1.7432,1.8846
26027,medium_fine_sand,0.2398,1.7898,1.9353
26029,medium_fine_sand,0.2206,1.6786,1.8155
26031,medium_fine_sand,0.2165,1.6637,1.7996
26033,medium_fine_sand,0.1972,1.4464,1.5637
26035,medium_fine_sand,0.2182,1.6519,1.7866
26037,medium_fine_sand,0.2329,1.6099,1.7392
26039,medium_fine_sand,0.1947,1.5778,1.7077
26041,medium_fine_sand,0.2156,1.6352,1.7685
26043,medium_fine_sand,0.2196,1.703,1.8423
26045,medium_fine_sand,0.2362,1.6511,1.7839
26047,medium_fine_sand,0.2064,1.6167,1.7492
26049,medium_fine_sand,0.2316,1.6192,1.7495
26051,medium_fine_sand,0.221,1.6673,1.8031
26053,medium_fine_sand,0.2214,1.5506,1.6754
26055,medium_fine_sand,0.2251,1.7281,1.8692
26057,medium_fine_sand,0.2284,1.615,1.7452
26059,medium_fine_sand,0.2327,1.5725,1.6984
26061,medium_fine_sand,0.1984,1.4554,1.5734
26063,medium_fine_sand,0.2329,1.6347,1.7664
26065,medium_fine_sand,0.2318,1.6198,1.7501
26067,medium_fine_sand,0.2319,1.6107,1.7401
26069,medium_fine_sand,0.2059,1.5436,1.6692
26071,medium_fine_sand,0.1989,1.4616,1.5801
26073,medium_fine_sand,0.2322,1.691,1.828
26075,medium_fine_sand,0.2273,1.6384,1.7709
26077,medium_fine_sand,0.2361,1.776,1.9206
26079,medium_fine_sand,0.206,1.646,1.7813
26081,medium_fine_sand,0.2351,1.6755,1.8108
26087,medium_fine_sand,0.228,1.5405,1.6637
26089,medium_fine_sand,0.2167,1.6228,1.7548
26091,silt_clay,0.2303,1.3987,1.6037
26093,medium_fine_sand,0.224,1.6018,1.7312
26095,medium_fine_sand,0.2241,1.7439,1.8866
26097,medium_fine_sand,0.1945,1.4472,1.5649
26099,medium_fine_sand,0.2298,1.5667,1.6922
26103,medium_fine_sand,0.2303,1.7303,1.8711
26105,medium_fine_sand,0.2147,1.6445,1.7788
26107,medium_fine_sand,0.2341,1.7468,1.8888
26109,medium_fine_sand,0.2158,1.5867,1.7155
26111,medium_fine_sand,0.2312,1.6721,1.8074
26113,medium_fine_sand,0.2157,1.6792,1.8166
26115,medium_fine_sand,0.2295,1.5726,1.6987
26117,medium_fine_sand,0.228,1.6844,1.8211
26119,medium_fine_sand,0.2133,1.6544,1.7897
26121,medium_fine_sand,0.2313,1.7285,1.8691
26123,medium_fine_sand,0.2319,1.7604,1.9039
26125,medium_fine_sand,0.226,1.5712,1.6975
26127,medium_fine_sand,0.2199,1.6822,1.8195
26129,medium_fine_sand,0.2198,1.6229,1.7547
26131,medium_fine_sand,0.2117,1.4811,1.6003
26133,medium_fine_sand,0.2205,1.599,1.7284
26135,medium_fine_sand,0.2064,1.5879,1.7176
26137,medium_fine_sand,0.2109,1.6782,1.8159
26139,medium_fine_sand,0.2277,1.6394,1.772
26141,medium_fine_sand,0.2164,1.6226,1.7547
26143,medium_fine_sand,0.2017,1.5761,1.7052
26145,medium_fine_sand,0.2364,1.6092,1.7381
26147,medium_fine_sand,0.2297,1.5574,1.6821
26149,medium_fine_sand,0.2408,1.7988,1.9451
26151,medium_fine_sand,0.2257,1.6071,1.7368
26153,medium_fine_sand,0.2268,1.7986,1.9462
26155,medium_fine_sand,0.2328,1.6046,1.7334
26157,medium_fine_sand,0.2275,1.5581,1.683
26159,medium_fine_sand,0.2375,1.7796,1.9244
26161,medium_fine_sand,0.2291,1.5687,1.6944
26163,medium_fine_sand,0.2352,1.5694,1.6947
26600,medium_fine_sand,0.2195,1.7228,1.864
26605,medium_fine_sand,0.2368,1.8467,1.9978
26606,silt_clay,0.1793,1.206,1.3861
26614,medium_fine_sand,0.2169,1.7648,1.9102
27001,medium_fine_sand,0.2253,1.5322,1.655
27003,medium_fine_sand,0.2333,1.7362,1.8773
27005,medium_fine_sand,0.2197,1.4756,1.5935
27007,medium_fine_sand,0.212,1.5266,1.6501
27009,medium_fine_sand,0.2449,1.7483,1.8895
27011,silt_clay,0.2081,1.2329,1.4127
27013,silt_clay,0.2001,1.1828,1.3552
27015,silt_clay,0.2025,1.2562,1.441
27017,silt_clay,0.2307,1.4002,1.6054
27019,silt_clay,0.2094,1.3136,1.5073
27021,medium_fine_sand,0.2276,1.6645,1.7994
27023,silt_clay,0.2051,1.2291,1.4088
27025,medium_fine_sand,0.2372,1.5802,1.7063
27027,silt_clay,0.2019,1.2697,1.457
27029,medium_fine_sand,0.2129,1.5435,1.6684
27031,silt_clay,0.223,1.3875,1.5918
27033,silt_clay,0.2072,1.268,1.4541
27035,medium_fine_sand,0.2476,1.8023,1.9483
27037,silt_clay,0.2181,1.3668,1.5684
27039,silt_clay,0.2254,1.2347,1.4118
27041,medium_fine_sand,0.2149,1.4542,1.5706
27043,silt_clay,0.1962,1.1578,1.3264
27045,silt_clay,0.2201,1.2708,1.4551
27047,silt_clay,0.2055,1.2454,1.4279
27049,silt_clay,0.2206,1.2745,1.4594
27051,silt_clay,0.2053,1.2658,1.4518
27053,medium_fine_sand,0.2171,1.5374,1.6613
27055,silt_clay,0.2133,1.2045,1.3784
27057,medium_fine_sand,0.235,1.7422,1.8838
27059,silt_clay,0.2348,1.433,1.6432
27061,medium_fine_sand,0.2088,1.437,1.5523
27063,silt_clay,0.1989,1.1991,1.3746
27065,medium_fine_sand,0.2366,1.5453,1.6682
27067,silt_clay,0.203,1.2557,1.4404
27069,silt_clay,0.2126,1.3414,1.5394
27073,silt_clay,0.2067,1.251,1.4342
27075,silt_clay,0.2256,1.3943,1.5993
27077,silt_clay,0.2079,1.3062,1.4989
27079,silt_clay,0.2045,1.2566,1.4412
27081,silt_clay,0.2115,1.2634,1.448
27083,silt_clay,0.2123,1.2707,1.4564
27085,silt_clay,0.2033,1.2278,1.4076
27087,silt_clay,0.2137,1.3412,1.5389
27089,medium_fine_sand,0.2064,1.4364,1.5519
27091,silt_clay,0.1984,1.192,1.3663
27093,silt_clay,0.2014,1.237,1.4186
27095,medium_fine_sand,0.2339,1.5441,1.6671
27097,medium_fine_sand,0.2418,1.7102,1.848
27099,silt_clay,0.2265,1.338,1.533
27101,silt_clay,0.2117,1.2544,1.4373
27103,silt_clay,0.2038,1.2412,1.4232
27105,silt_clay,0.204,1.2069,1.3828
27107,silt_clay,0.1994,1.2624,1.4489
27109,silt_clay,0.2198,1.2784,1.4641
27111,medium_fine_sand,0.2176,1.4879,1.6072
27113,medium_fine_sand,0.1944,1.4006,1.5138
27115,medium_fine_sand,0.2374,1.5517,1.6751
27117,silt_clay,0.2105,1.235,1.4148
27119,silt_clay,0.201,1.2971,1.4894
27121,silt_clay,0.2102,1.2802,1.468
27123,medium_fine_sand,0.2373,1.5729,1.6983
27125,medium_fine_sand,0.1956,1.4053,1.5189
27127,silt_clay,0.2101,1.28,1.4678
27129,silt_clay,0.2038,1.215,1.3924
27131,silt_clay,0.2105,1.2321,1.4113
27133,silt_clay,0.202,1.3391,1.5386
27135,medium_fine_sand,0.2085,1.4662,1.5843
27139,silt_clay,0.2133,1.3492,1.5485
27141,medium_fine_sand,0.2407,1.7622,1.905
27143,silt_clay,0.202,1.2165,1.3945
27145,medium_fine_sand,0.214,1.483,1.6022
27147,silt_clay,0.2076,1.2549,1.4386
27149,silt_clay,0.2044,1.2195,1.3976
27151,silt_clay,0.2082,1.2527,1.436
27153,medium_fine_sand,0.2354,1.6855,1.8216
27155,silt_clay,0.2003,1.1586,1.3268
27157,silt_clay,0.2189,1.2471,1.4274
27159,medium_fine_sand,0.2428,1.8305,1.9796
27161,silt_clay,0.199,1.2014,1.3773
27163,medium_fine_sand,0.2372,1.5441,1.6668
27165,silt_clay,0.1991,1.2141,1.3922
27167,silt_clay,0.1979,1.2027,1.379
27169,silt_clay,0.2138,1.2062,1.3803
27171,medium_fine_sand,0.2104,1.4707,1.5891
27173,silt_clay,0.2087,1.248,1.4304
27613,silt_clay,0.2058,1.278,1.4662
27615,silt_clay,0.2031,1.2573,1.4423
27617,medium_fine_sand,0.2137,1.4663,1.5839
27619,silt_clay,0.1996,1.269,1.4566
27621,silt_clay,0.2079,1.3131,1.507
27625,silt_clay,0.2006,1.226,1.4059
27627,silt_clay,0.2043,1.222,1.4006
29001,silt_clay,0.2024,1.315,1.5102
29003,silt_clay,0.2017,1.2887,1.4795
29005,silt_clay,0.1987,1.2774,1.4667
29007,silt_clay,0.2079,1.3043,1.4967
29009,silt_clay,0.2035,1.3209,1.5169
29011,silt_clay,0.2103,1.36,1.5617
29013,silt_clay,0.2059,1.3057,1.4987
29015,silt_clay,0.2067,1.3273,1.5239
29017,silt_clay,0.2177,1.4098,1.619
29019,silt_clay,0.2085,1.3233,1.5189
29021,silt_clay,0.2,1.2831,1.4731
29023,silt_clay,0.222,1.2309,1.4079
29025,silt_clay,0.2047,1.2906,1.4811
29027,silt_clay,0.208,1.3299,1.5267
29029,silt_clay,0.2047,1.3324,1.5303
29031,silt_clay,0.213,1.3735,1.5771
29033,silt_clay,0.2013,1.2841,1.4741
29035,silt_clay,0.2161,1.1964,1.3684
29037,silt_clay,0.202,1.2794,1.4684
29039,silt_clay,0.2055,1.3294,1.5266
29041,silt_clay,0.2022,1.2976,1.4898
29043,silt_clay,0.2045,1.3289,1.5262
29045,silt_clay,0.2059,1.3299,1.527
29047,silt_clay,0.2017,1.2789,1.4679
29049,silt_clay,0.2048,1.3012,1.4936
29051,silt_clay,0.2077,1.3301,1.527
29053,silt_clay,0.207,1.3074,1.5005
29055,silt_clay,0.2077,1.3576,1.5593
29057,silt_clay,0.2085,1.3381,1.5363
29059,silt_clay,0.2053,1.3222,1.5182
29061,silt_clay,0.2051,1.2988,1.4907
29063,silt_clay,0.2067,1.3123,1.5063
29065,silt_clay,0.2137,1.1891,1.3602
29067,silt_clay,0.2061,1.3449,1.5446
29069,silt_clay,0.2169,1.1955,1.3672
29071,silt_clay,0.2094,1.1602,1.3271
29073,silt_clay,0.2088,1.36,1.5619
29075,silt_clay,0.206,1.3137,1.508
29077,silt_clay,0.2072,1.322,1.5176
29079,silt_clay,0.2064,1.3294,1.5264
29081,silt_clay,0.2059,1.3207,1.5163
29083,silt_clay,0.2062,1.3316,1.529
29085,silt_clay,0.2051,1.3173,1.5124
29087,silt_clay,0.2005,1.2946,1.4866
29089,silt_clay,0.2075,1.3178,1.5126
29091,silt_clay,0.2072,1.3378,1.5362
29093,silt_clay,0.2124,1.1767,1.3459
29095,silt_clay,0.1998,1.2533,1.4381
29097,silt_clay,0.209,1.3262,1.5222
29099,silt_clay,0.208,1.3444,1.5438
29101,silt_clay,0.2035,1.2926,1.4837
29103,silt_clay,0.2042,1.2966,1.4883
29105,silt_clay,0.2024,1.309,1.5032
29107,silt_clay,0.2006,1.2604,1.4463
29109,silt_clay,0.2083,1.3342,1.5317
29111,silt_clay,0.2044,1.2924,1.4832
29113,silt_clay,0.203,1.2854,1.4753
29115,silt_clay,0.2046,1.3113,1.5055
29117,silt_clay,0.2017,1.279,1.468
29119,silt_clay,0.2064,1.325,1.5212
29121,silt_clay,0.2036,1.3126,1.5072
29123,silt_clay,0.2165,1.1936,1.365
29125,silt_clay,0.2091,1.3386,1.5368
29127,silt_clay,0.206,1.3106,1.5044
29129,silt_clay,0.2079,1.3373,1.5354
29131,silt_clay,0.2054,1.3184,1.5137
29133,silt_clay,0.2121,1.229,1.4074
29135,silt_clay,0.2073,1.315,1.5093
29137,silt_clay,0.2069,1.3174,1.5122
29139,silt_clay,0.2071,1.3245,1.5205
29141,silt_clay,0.206,1.3059,1.4989
29143,silt_clay,0.2164,1.2779,1.4641
29145,silt_clay,0.2085,1.3296,1.5263
29147,silt_clay,0.2043,1.3083,1.502
29149,silt_clay,0.2114,1.3771,1.5816
29151,silt_clay,0.2093,1.336,1.5336
29153,silt_clay,0.2019,1.3263,1.5236
29155,silt_clay,0.2092,1.1952,1.3681
29157,silt_clay,0.2117,1.3781,1.5827
29159,silt_clay,0.2041,1.2991,1.4912
29161,silt_clay,0.2114,1.1735,1.3422
29163,silt_clay,0.2035,1.2864,1.4764
29165,silt_clay,0.2005,1.2722,1.4602
29167,silt_clay,0.2067,1.3267,1.5232
29169,silt_clay,0.2074,1.3484,1.5486
29171,silt_clay,0.2064,1.3287,1.5256
29173,silt_clay,0.2063,1.3028,1.4952
29175,silt_clay,0.2066,1.308,1.5012
29177,silt_clay,0.2007,1.2748,1.4632
29179,silt_clay,0.2158,1.2149,1.3902
29181,silt_clay,0.2172,1.2102,1.3844
29183,silt_clay,0.2078,1.3326,1.5299
29185,silt_clay,0.2065,1.3452,1.5449
29186,silt_clay,0.2116,1.3759,1.5802
29187,silt_clay,0.2127,1.3835,1.589
29189,silt_clay,0.2075,1.3295,1.5264
29195,silt_clay,0.204,1.2931,1.4842
29197,silt_clay,0.2024,1.304,1.4972
29199,silt_clay,0.2039,1.305,1.4981
29201,silt_clay,0.2144,1.229,1.407
29203,silt_clay,0.2147,1.1925,1.364
29205,silt_clay,0.2064,1.3147,1.5092
29207,silt_clay,0.2193,1.2063,1.3794
29209,silt_clay,0.1978,1.2953,1.4878
29211,silt_clay,0.2041,1.3266,1.5235
29213,silt_clay,0.1992,1.3286,1.5268
29215,silt_clay,0.2091,1.372,1.576
29217,silt_clay,0.2077,1.3454,1.545
29219,silt_clay,0.2067,1.3308,1.5281
29221,silt_clay,0.2075,1.356,1.5575
29223,silt_clay,0.217,1.1923,1.3634
29225,silt_clay,0.2041,1.3201,1.5159
29227,silt_clay,0.206,1.3185,1.5137
29229,silt_clay,0.2064,1.3328,1.5304
28001,silt_clay,0.2139,1.3631,1.5647
28003,silt_clay,0.2284,1.2835,1.4686
28005,silt_clay,0.2281,1.3064,1.4955
28007,silt_clay,0.2307,1.3292,1.5219
28009,silt_clay,0.227,1.2333,1.4098
28011,silt_clay,0.2127,1.1715,1.3397
28013,silt_clay,0.2232,1.4221,1.6325
28015,silt_clay,0.2183,1.3705,1.5726
28017,silt_clay,0.2206,1.2308,1.4081
28019,silt_clay,0.2332,1.386,1.5882
28021,silt_clay,0.2142,1.3316,1.5276
28023,medium_fine_sand,0.2341,1.5558,1.6799
28025,silt_clay,0.2161,1.2207,1.3969
28027,silt_clay,0.214,1.3929,1.5997
28029,silt_clay,0.22,1.2173,1.3922
28031,medium_fine_sand,0.2388,1.5635,1.6878
28033,silt_clay,0.2158,1.3549,1.5548
28035,medium_fine_sand,0.2364,1.5747,1.7004
28037,silt_clay,0.2197,1.4134,1.6228
28039,medium_fine_sand,0.2364,1.6088,1.7376
28041,medium_fine_sand,0.2377,1.602,1.7301
28043,silt_clay,0.22,1.3952,1.6013
28045,medium_fine_sand,0.2381,1.5866,1.7132
28047,medium_fine_sand,0.2345,1.6358,1.7674
28049,silt_clay,0.2189,1.3644,1.5654
28051,silt_clay,0.2145,1.3633,1.5649
28053,silt_clay,0.2165,1.3494,1.5482
28055,silt_clay,0.2123,1.2019,1.3756
28057,silt_clay,0.2299,1.3834,1.5858
28059,medium_fine_sand,0.2364,1.6155,1.745
28061,medium_fine_sand,0.2338,1.534,1.6561
28063,silt_clay,0.2178,1.3842,1.5888
28065,silt_clay,0.2296,1.3666,1.566
28067,medium_fine_sand,0.2377,1.5714,1.6966
28069,silt_clay,0.2306,1.3767,1.5778
28071,silt_clay,0.2253,1.2289,1.4049
28073,medium_fine_sand,0.2294,1.5065,1.6264
28075,medium_fine_sand,0.2418,1.6313,1.7618
28077,silt_clay,0.2299,1.3642,1.5632
28079,silt_clay,0.2325,1.4137,1.621
28081,silt_clay,0.2252,1.3108,1.5013
28083,silt_clay,0.2123,1.2225,1.3998
28085,silt_clay,0.2231,1.2714,1.4554
28087,silt_clay,0.217,1.2491,1.4301
28089,silt_clay,0.2192,1.3704,1.5724
28091,medium_fine_sand,0.2345,1.5636,1.6884
28093,silt_clay,0.2192,1.391,1.5965
28095,silt_clay,0.2265,1.3343,1.5287
28097,silt_clay,0.2237,1.4303,1.642
28099,medium_fine_sand,0.2346,1.5358,1.658
28101,silt_clay,0.2274,1.3707,1.5713
28103,silt_clay,0.2175,1.2374,1.4163
28105,silt_clay,0.2179,1.2106,1.3847
28107,silt_clay,0.2192,1.381,1.5849
28109,medium_fine_sand,0.2336,1.5671,1.6923
28111,medium_fine_sand,0.2333,1.5602,1.6848
28113,silt_clay,0.2356,1.4233,1.6317
28115,silt_clay,0.2214,1.425,1.6362
28117,silt_clay,0.2259,1.3144,1.5054
28119,silt_clay,0.2129,1.3566,1.5573
28121,silt_clay,0.2261,1.263,1.4449
28123,silt_clay,0.2276,1.3408,1.5361
28125,silt_clay,0.2132,1.3652,1.5673
28127,silt_clay,0.234,1.4228,1.6314
28129,silt_clay,0.2322,1.4258,1.6352
28131,medium_fine_sand,0.2397,1.6184,1.7478
28133,silt_clay,0.2153,1.3751,1.5786
28135,silt_clay,0.2166,1.3544,1.554
28137,silt_clay,0.2155,1.3476,1.5462
28139,silt_clay,0.2289,1.2648,1.4465
28141,silt_clay,0.2309,1.3942,1.5983
28143,silt_clay,0.2108,1.1681,1.336
28145,silt_clay,0.2234,1.2447,1.4239
28147,medium_fine_sand,0.2399,1.5728,1.698
28149,silt_clay,0.2139,1.3498,1.549
28151,silt_clay,0.2134,1.3853,1.5909
28153,medium_fine_sand,0.2311,1.5364,1.659
28155,silt_clay,0.2265,1.2563,1.437
28157,silt_clay,0.218,1.402,1.6097
28159,silt_clay,0.2341,1.3966,1.6006
28161,silt_clay,0.2217,1.4081,1.6162
28163,silt_clay,0.217,1.3488,1.5474
30011,silt_clay,0.2036,1.0235,1.3765
30017,silt_clay,0.2026,1.015,1.3649
30021,silt_clay,0.2023,1.0282,1.3838
30025,silt_clay,0.2043,1.0323,1.3889
30027,silt_clay,0.1977,1.0018,1.3481
30033,silt_clay,0.2024,1.0092,1.3566
30041,silt_clay,0.2089,1.0726,1.4445
30051,silt_clay,0.207,1.0342,1.3904
30055,silt_clay,0.2026,1.0258,1.3803
30065,silt_clay,0.2021,1.0287,1.3847
30069,silt_clay,0.2038,0.9995,1.3422
30079,silt_clay,0.2031,1.035,1.3931
30083,silt_clay,0.2039,1.0309,1.3871
30091,silt_clay,0.2043,1.0384,1.3976
30101,silt_clay,0.2078,1.0461,1.4071
30103,silt_clay,0.1989,1.0319,1.3906
30105,silt_clay,0.2056,1.027,1.3807
30109,silt_clay,0.1976,0.9759,1.3111
30111,silt_clay,0.2007,1.0241,1.3787
30600,silt_clay,0.2006,1.0343,1.3933
30602,silt_clay,0.2008,1.0379,1.3985
30603,silt_clay,0.2114,1.1258,1.5195
30604,medium_fine_sand,0.2052,1.284,1.5326
30605,silt_clay,0.1906,1.0438,1.4112
30606,,,,
30607,silt_clay,0.1953,0.9755,1.3114
30608,silt_clay,0.2059,1.0324,1.3883
30609,silt_clay,0.2032,1.0783,1.4551
30610,silt_clay,0.1889,1.0285,1.3901
30611,silt_clay,0.1967,1.0076,1.3568
30612,silt_clay,0.1853,1.0261,1.3881
30613,silt_clay,0.2007,1.0199,1.3726
30614,silt_clay,0.1817,0.9905,1.3388
30615,silt_clay,0.2061,1.0525,1.417
30616,silt_clay,0.2082,1.116,1.5069
30617,silt_clay,0.1852,0.9927,1.3404
30618,silt_clay,0.1721,0.9366,1.2658
30619,silt_clay,0.1866,1.0019,1.353
30621,silt_clay,0.2118,1.0948,1.4751
30622,silt_clay,0.189,1.0303,1.3927
30623,silt_clay,0.1972,1.0733,1.4506
30624,silt_clay,0.2055,1.0577,1.4247
30627,silt_clay,0.2067,1.1062,1.4935
30629,silt_clay,0.207,1.0308,1.3855
30630,silt_clay,0.2003,1.055,1.423
30631,silt_clay,0.2019,1.0754,1.4516
30632,silt_clay,0.2078,1.0924,1.4733
30633,silt_clay,0.2054,1.1065,1.4945
30634,silt_clay,0.1864,1.0076,1.3613
30635,silt_clay,0.2036,1.1037,1.4913
30636,silt_clay,0.199,1.0861,1.4682
30637,silt_clay,0.1962,1.0363,1.3981
30638,silt_clay,0.1936,1.072,1.4502
30639,silt_clay,0.1949,1.0264,1.3844
30640,,,,
30641,silt_clay,0.2061,1.0217,1.3729
30642,,,,
30643,silt_clay,0.1916,0.9804,1.32
30644,silt_clay,0.2138,1.1207,1.5112
30645,medium_fine_sand,0.1849,1.2522,1.4982
30647,medium_fine_sand,0.1578,1.1114,1.3312
30649,silt_clay,0.2011,1.0066,1.3535
30651,silt_clay,0.2001,1.0437,1.407
30655,silt_clay,0.1999,1.0353,1.395
30657,silt_clay,0.2014,1.0217,1.375
30661,silt_clay,0.2058,1.0579,1.4249
30663,medium_fine_sand,0.1945,1.2296,1.4681
30666,silt_clay,0.1988,1.0196,1.373
30669,silt_clay,0.2066,1.0773,1.4522
30670,medium_fine_sand,0.2042,1.3047,1.5584
37001,silt_clay,0.2263,1.3457,1.5421
37003,medium_fine_sand,0.2147,1.4618,1.5789
37005,medium_fine_sand,0.2074,1.4487,1.5652
37007,silt_clay,0.2155,1.3317,1.5275
