county_fips,shallow_soil_class,k_dry_wmpk,k_wmpk,k_sat_wmpk
13617,medium_fine_sand,0.2415,1.7421,1.883
13618,silt_clay,0.2138,1.3467,1.5454
13619,silt_clay,0.2127,1.1875,1.3585
13620,medium_fine_sand,0.2387,1.6977,1.8347
13621,silt_clay,0.2118,1.2116,1.387
13622,silt_clay,0.2149,1.3538,1.5537
13623,medium_fine_sand,0.2111,1.4391,1.5544
13625,medium_fine_sand,0.2181,1.4699,1.5874
13626,medium_fine_sand,0.2166,1.6622,1.798
13627,medium_fine_sand,0.243,1.7579,1.9002
13628,medium_fine_sand,0.2175,1.4585,1.575
13629,silt_clay,0.2139,1.352,1.5516
13630,medium_fine_sand,0.2277,1.578,1.7048
13631,medium_fine_sand,0.2419,1.7436,1.8846
13632,silt_clay,0.2118,1.3319,1.5284
13634,medium_fine_sand,0.2354,1.67,1.8048
13636,silt_clay,0.2171,1.3591,1.5594
13637,medium_fine_sand,0.2194,1.4867,1.6056
13638,medium_fine_sand,0.2377,1.6878,1.8239
13639,medium_fine_sand,0.2294,1.5665,1.692
13640,medium_fine_sand,0.2282,1.5536,1.6781
13641,medium_fine_sand,0.2378,1.6852,1.8211
13642,silt_clay,0.2148,1.3376,1.5345
13643,medium_fine_sand,0.2371,1.6742,1.8092
13644,medium_fine_sand,0.2218,1.6309,1.7632
13645,silt_clay,0.2081,1.296,1.4869
13646,medium_fine_sand,0.2417,1.6866,1.8222
13647,medium_fine_sand,0.2427,1.7519,1.8936
13648,silt_clay,0.2141,1.2232,1.4002
13649,medium_fine_sand,0.2134,1.4793,1.5982
13650,medium_fine_sand,0.2414,1.7302,1.87
13651,medium_fine_sand,0.2085,1.4347,1.5498
13652,medium_fine_sand,0.2413,1.6818,1.8171
13654,medium_fine_sand,0.2364,1.6898,1.8262
13655,medium_fine_sand,0.234,1.6041,1.7328
13658,medium_fine_sand,0.237,1.6526,1.7855
15701,silt_clay,0.1066,0.7292,0.9973
15801,silt_clay,0.1009,0.6858,0.9377
15950,silt_clay,0.1697,0.9853,1.3365
15960,silt_clay,0.16,0.9426,1.2796
15970,silt_clay,0.176,1.0058,1.3631
15980,silt_clay,0.156,0.9369,1.2732
15990,silt_clay,0.1622,0.9523,1.2926
15995,silt_clay,0.1821,1.0253,1.3884
19001,silt_clay,0.2072,1.3202,1.5155
19003,silt_clay,0.2073,1.3174,1.5122
19005,silt_clay,0.2065,1.3419,1.541
19007,silt_clay,0.2118,1.3541,1.5545
19009,silt_clay,0.2018,1.3023,1.4954
19011,silt_clay,0.2211,1.2359,1.4139
19013,silt_clay,0.2306,1.3715,1.5717
19015,silt_clay,0.2074,1.2603,1.445
19017,silt_clay,0.2293,1.3786,1.5803
19019,silt_clay,0.2323,1.4041,1.6097
19021,silt_clay,0.1997,1.1584,1.3266
19023,silt_clay,0.2262,1.3282,1.5215
19025,silt_clay,0.2009,1.2125,1.39
19027,silt_clay,0.2032,1.174,1.3443
19029,silt_clay,0.2043,1.3024,1.495
19031,silt_clay,0.2138,1.3848,1.5903
19033,silt_clay,0.2186,1.2859,1.4732
19035,silt_clay,0.2017,1.3265,1.5239
19037,silt_clay,0.2317,1.3874,1.5901
19039,silt_clay,0.2096,1.3553,1.5563
19041,silt_clay,0.2064,1.2123,1.3888
19043,silt_clay,0.2136,1.173,1.3413
19045,silt_clay,0.2145,1.1813,1.351
19047,silt_clay,0.1952,1.2434,1.4273
19049,silt_clay,0.2089,1.1958,1.369
19051,silt_clay,0.2103,1.351,1.5511
19053,silt_clay,0.2115,1.3608,1.5625
19055,silt_clay,0.2192,1.2358,1.4142
19057,silt_clay,0.2087,1.3254,1.5213
19059,silt_clay,0.2093,1.2654,1.4507
19061,silt_clay,0.2165,1.201,1.3737
19063,silt_clay,0.2029,1.2403,1.4223
19065,silt_clay,0.2228,1.2764,1.4613
19067,silt_clay,0.2306,1.3523,1.5491
19069,silt_clay,0.2157,1.2539,1.436
19071,silt_clay,0.1961,1.2573,1.4435
19073,silt_clay,0.2062,1.2563,1.4405
19075,silt_clay,0.221,1.2592,1.4413
19077,silt_clay,0.2063,1.3483,1.5486
19079,silt_clay,0.2035,1.2242,1.4033
19081,silt_clay,0.2017,1.2196,1.3982
19083,silt_clay,0.2107,1.2081,1.383
19085,silt_clay,0.1943,1.2466,1.4312
19087,silt_clay,0.2101,1.339,1.537
19089,silt_clay,0.2276,1.3251,1.5177
19091,silt_clay,0.2069,1.2506,1.4337
19093,silt_clay,0.1971,1.2676,1.4554
19095,silt_clay,0.2138,1.3768,1.5808
19097,silt_clay,0.2089,1.3458,1.5453
19099,silt_clay,0.209,1.3578,1.5593
19101,silt_clay,0.2101,1.3359,1.5334
19103,silt_clay,0.2153,1.1837,1.3535
19105,silt_clay,0.2191,1.2337,1.4117
19107,silt_clay,0.2076,1.3202,1.5154
19109,silt_clay,0.2028,1.2396,1.4215
19111,silt_clay,0.2113,1.3648,1.5671
19113,silt_clay,0.2223,1.2579,1.4396
19115,silt_clay,0.2141,1.1739,1.3423
19117,silt_clay,0.209,1.3454,1.5448
19119,silt_clay,0.2003,1.133,1.2966
19121,silt_clay,0.2072,1.3184,1.5133
19123,silt_clay,0.2072,1.3188,1.5139
19125,silt_clay,0.2045,1.2956,1.4871
19127,silt_clay,0.2084,1.1605,1.3276
19129,silt_clay,0.1946,1.2407,1.4242
19131,silt_clay,0.2283,1.3066,1.4958
19133,silt_clay,0.1949,1.257,1.4434
19135,silt_clay,0.2089,1.33,1.5267
19137,silt_clay,0.2042,1.3088,1.5026
19139,silt_clay,0.2136,1.1982,1.3709
19141,silt_clay,0.2032,1.1611,1.3292
19143,silt_clay,0.2072,1.2353,1.4156
19145,silt_clay,0.2039,1.3079,1.5016
19147,silt_clay,0.2018,1.2352,1.4164
19149,silt_clay,0.1952,1.2626,1.4499
19151,silt_clay,0.2003,1.2194,1.3982
19153,silt_clay,0.2079,1.1766,1.3466
19155,silt_clay,0.1959,1.2501,1.4351
19157,silt_clay,0.2088,1.3245,1.5202
19159,silt_clay,0.2087,1.3457,1.5452
19161,silt_clay,0.1996,1.1383,1.303
19163,silt_clay,0.2157,1.1884,1.359
19165,silt_clay,0.1972,1.2531,1.4383
19167,silt_clay,0.2027,1.1432,1.3082
19169,silt_clay,0.2069,1.2561,1.4402
19171,silt_clay,0.214,1.3788,1.5832
19173,silt_clay,0.2066,1.3171,1.512
19175,silt_clay,0.2102,1.3521,1.5524
19177,silt_clay,0.2098,1.3376,1.5354
19179,silt_clay,0.2085,1.3349,1.5325
19181,silt_clay,0.2076,1.3141,1.5082
19183,silt_clay,0.2104,1.3427,1.5413
19185,silt_clay,0.2097,1.3488,1.5486
19187,silt_clay,0.2109,1.2676,1.453
19189,silt_clay,0.2043,1.2266,1.406
19191,silt_clay,0.2163,1.2246,1.4015
19193,silt_clay,0.195,1.2693,1.4578
19195,silt_clay,0.2207,1.3217,1.5149
19197,silt_clay,0.2038,1.2242,1.4032
16001,silt_clay,0.1938,1.0386,1.4024
16057,silt_clay,0.1459,0.8316,1.1269
16600,medium_fine_sand,0.1882,1.2067,1.4414
16601,silt_clay,0.1567,0.8903,1.2062
16604,silt_clay,0.1406,0.8534,1.1604
16606,silt_clay,0.1612,0.8905,1.2045
16608,silt_clay,0.1334,0.799,1.0856
16609,medium_fine_sand,0.1701,1.1474,1.3726
16611,silt_clay,0.1813,1.0547,1.4309
16612,silt_clay,0.1453,0.8472,1.1494
16617,silt_clay,0.1883,1.0373,1.403
16618,silt_clay,0.1659,0.9526,1.2913
16620,silt_clay,0.157,0.9525,1.295
16650,silt_clay,0.1607,0.8941,1.2099
16652,medium_fine_sand,0.1928,1.3043,1.5605
16656,silt_clay,0.2022,1.0717,1.4461
16659,silt_clay,0.2159,1.125,1.5165
16660,silt_clay,0.2181,1.1602,1.5658
16662,medium_fine_sand,0.1908,1.3213,1.5819
16665,silt_clay,0.2155,1.1173,1.5056
16670,silt_clay,0.138,0.8341,1.1339
16671,medium_fine_sand,0.1612,1.1013,1.318
16673,silt_clay,0.2183,1.1593,1.5645
16675,silt_clay,0.2004,1.0544,1.4222
16677,silt_clay,0.2093,1.089,1.4679
16680,silt_clay,0.2089,1.1266,1.5217
16681,silt_clay,0.2036,1.078,1.4545
16683,medium_fine_sand,0.1694,1.1414,1.3654
16685,silt_clay,0.2161,1.129,1.522
16700,medium_fine_sand,0.1988,1.278,1.5267
16701,medium_fine_sand,0.2204,1.3495,1.6097
16702,silt_clay,0.2102,1.0838,1.46
16703,silt_clay,0.2182,1.1563,1.5603
16704,silt_clay,0.2073,1.0569,1.4228
16707,silt_clay,0.2104,1.1049,1.4901
16708,silt_clay,0.2085,1.0757,1.4492
16709,silt_clay,0.1968,1.0174,1.3708
16710,silt_clay,0.2125,1.0914,1.4699
16711,silt_clay,0.1913,0.9575,1.2874
16712,silt_clay,0.1907,0.9678,1.3024
16713,silt_clay,0.2031,1.0259,1.3802
16714,silt_clay,0.1935,0.9701,1.3045
16715,silt_clay,0.1908,0.9725,1.3091
16716,silt_clay,0.2033,0.9836,1.3196
16720,medium_fine_sand,0.2185,1.3212,1.5753
16721,silt_clay,0.2146,1.1478,1.5497
16752,silt_clay,0.2079,1.1196,1.5122
16758,silt_clay,0.1881,1.0101,1.3641
16761,silt_clay,0.212,1.1254,1.5187
16762,silt_clay,0.2007,1.0467,1.411
16763,silt_clay,0.2066,1.0884,1.4681
16765,medium_fine_sand,0.2081,1.2922,1.5421
16766,silt_clay,0.1932,0.9834,1.3237
16769,silt_clay,0.2183,1.0447,1.4006
16770,silt_clay,0.203,1.0036,1.3484
16772,silt_clay,0.217,1.1244,1.5152
16780,silt_clay,0.1802,1.004,1.3588
17011,silt_clay,0.2155,1.1857,1.3559
17013,silt_clay,0.2017,1.2797,1.4689
17015,silt_clay,0.2094,1.3632,1.5656
17017,silt_clay,0.2116,1.1679,1.3356
17019,silt_clay,0.2247,1.413,1.6214
17021,silt_clay,0.2098,1.3129,1.5064
17023,silt_clay,0.224,1.4158,1.6248
17025,silt_clay,0.2225,1.3697,1.5709
17027,silt_clay,0.2176,1.3432,1.5406
17029,silt_clay,0.2219,1.3972,1.6034
17031,silt_clay,0.2324,1.4644,1.6805
17033,silt_clay,0.224,1.4207,1.6306
17035,silt_clay,0.2215,1.3932,1.5988
17037,silt_clay,0.2128,1.3797,1.5844
17039,silt_clay,0.2134,1.3378,1.5351
17041,silt_clay,0.2201,1.3898,1.595
17043,silt_clay,0.2239,1.4164,1.6256
17045,silt_clay,0.2211,1.3937,1.5994
17047,silt_clay,0.2214,1.3591,1.5587
17049,silt_clay,0.2229,1.3795,1.5825
17051,silt_clay,0.2146,1.3344,1.5309
17053,silt_clay,0.2215,1.3817,1.5852
17055,silt_clay,0.2225,1.3523,1.5505
17057,silt_clay,0.2101,1.3246,1.5201
17059,silt_clay,0.2178,1.3741,1.5769
17061,silt_clay,0.2077,1.3039,1.4962
17063,silt_clay,0.2272,1.2235,1.3982
17065,silt_clay,0.2219,1.3543,1.553
17067,silt_clay,0.2065,1.3028,1.4952
17069,silt_clay,0.2165,1.3556,1.5555
17071,silt_clay,0.2052,1.3191,1.5145
17073,silt_clay,0.2125,1.1808,1.3507
17075,silt_clay,0.225,1.2471,1.4265
17077,silt_clay,0.2176,1.3498,1.5484
17079,silt_clay,0.2238,1.4084,1.6162
17081,silt_clay,0.2238,1.3649,1.5651
17083,silt_clay,0.2076,1.2909,1.481
17085,silt_clay,0.2115,1.3625,1.5644
17087,silt_clay,0.2166,1.3482,1.5467
17089,silt_clay,0.2157,1.1891,1.3598
17091,silt_clay,0.2288,1.294,1.4809
17093,silt_clay,0.2199,1.3995,1.6065
17095,silt_clay,0.2079,1.2938,1.4843
17097,silt_clay,0.218,1.3995,1.6068
17099,silt_clay,0.2193,1.3881,1.5931
17101,silt_clay,0.2259,1.2093,1.3818
17103,silt_clay,0.2187,1.2366,1.4152
17105,silt_clay,0.2219,1.3884,1.593
17107,silt_clay,0.2106,1.3441,1.543
17109,silt_clay,0.2084,1.2862,1.4753
17111,silt_clay,0.222,1.2536,1.4345
17113,silt_clay,0.2179,1.3691,1.5711
17115,silt_clay,0.2148,1.3542,1.5541
17117,silt_clay,0.2133,1.3178,1.5115
17119,silt_clay,0.2138,1.3417,1.5396
17121,silt_clay,0.2272,1.3903,1.5944
17123,silt_clay,0.213,1.3329,1.5293
17125,silt_clay,0.2134,1.2101,1.385
17127,silt_clay,0.2143,1.3581,1.5587
17129,silt_clay,0.2076,1.3291,1.5258
17131,silt_clay,0.2074,1.3306,1.5276
17133,silt_clay,0.2127,1.3225,1.5172
17135,silt_clay,0.2178,1.3383,1.5349
17137,silt_clay,0.2118,1.3619,1.5636
17139,silt_clay,0.2211,1.3911,1.5964
17141,silt_clay,0.2139,1.1743,1.3428
17143,silt_clay,0.2093,1.3352,1.5327
17145,silt_clay,0.2216,1.3473,1.5448
17147,silt_clay,0.2181,1.3728,1.5753
17149,silt_clay,0.2088,1.3152,1.5092
17151,silt_clay,0.2144,1.3486,1.5476
17153,silt_clay,0.2129,1.3306,1.5267
17155,silt_clay,0.2185,1.3983,1.6053
17157,silt_clay,0.2167,1.3491,1.5477
17159,silt_clay,0.2234,1.3786,1.5813
17161,silt_clay,0.2085,1.3501,1.5503
17163,silt_clay,0.2134,1.3225,1.517
17165,silt_clay,0.221,1.3499,1.548
17167,silt_clay,0.2075,1.3038,1.4961
17169,silt_clay,0.2088,1.2956,1.4863
17171,silt_clay,0.2135,1.3817,1.5866
17173,silt_clay,0.2182,1.3654,1.5666
17175,silt_clay,0.2084,1.3101,1.5033
17177,silt_clay,0.2075,1.3198,1.5149
17179,silt_clay,0.2147,1.3925,1.5992
17181,silt_clay,0.2104,1.3148,1.5085
17183,silt_clay,0.2233,1.405,1.6124
17185,silt_clay,0.2221,1.3954,1.6012
17187,silt_clay,0.2043,1.2842,1.4737
17189,silt_clay,0.2197,1.3375,1.5336
17191,silt_clay,0.2239,1.3706,1.5718
17193,silt_clay,0.2221,1.3939,1.5995
17195,silt_clay,0.2133,1.2147,1.3904
17197,silt_clay,0.2274,1.2343,1.4109
17199,silt_clay,0.2213,1.3525,1.551
17201,silt_clay,0.2116,1.174,1.3428
17203,silt_clay,0.2172,1.3686,1.5706
18001,silt_clay,0.2328,1.4686,1.6854
18003,silt_clay,0.2406,1.3194,1.5087
18005,silt_clay,0.2322,1.2671,1.4486
18007,silt_clay,0.2304,1.2562,1.4362
18009,silt_clay,0.2387,1.4922,1.7121
18011,silt_clay,0.2372,1.3057,1.4932
18013,silt_clay,0.2271,1.4146,1.6229
18015,silt_clay,0.2302,1.3126,1.5025
18017,silt_clay,0.2298,1.3487,1.545
18019,silt_clay,0.2255,1.377,1.5791
18021,silt_clay,0.2326,1.4726,1.6901
18023,silt_clay,0.2365,1.2887,1.4733
18025,silt_clay,0.2206,1.4005,1.6075
18027,silt_clay,0.2259,1.4181,1.6273
18029,silt_clay,0.2289,1.4274,1.6376
18031,silt_clay,0.2351,1.2693,1.4507
18033,silt_clay,0.2393,1.3292,1.5205
18035,silt_clay,0.2296,1.2687,1.451
18037,silt_clay,0.2225,1.3986,1.6049
18039,medium_fine_sand,0.2292,1.6113,1.7411
18041,silt_clay,0.2382,1.2901,1.4746
18043,silt_clay,0.2225,1.3606,1.5603
18045,silt_clay,0.2367,1.3133,1.5021
18047,silt_clay,0.2393,1.284,1.4673
18049,medium_fine_sand,0.2261,1.5564,1.6813
18051,silt_clay,0.2217,1.4225,1.6332
18053,silt_clay,0.2449,1.2709,1.4509
18055,silt_clay,0.2262,1.4443,1.658
18057,silt_clay,0.2354,1.3122,1.5011
18059,silt_clay,0.2387,1.3162,1.5053
18061,silt_clay,0.2203,1.3599,1.5598
18063,silt_clay,0.2374,1.3224,1.5127
18065,silt_clay,0.2362,1.2879,1.4724
18067,silt_clay,0.2388,1.2769,1.459
18069,silt_clay,0.2442,1.2944,1.4786
18071,silt_clay,0.229,1.222,1.3962
18073,medium_fine_sand,0.2216,1.5423,1.6663
18075,silt_clay,0.2326,1.4694,1.6864
18077,silt_clay,0.2296,1.4136,1.6213
18079,silt_clay,0.2298,1.4425,1.6553
18081,silt_clay,0.2353,1.3033,1.4907
18083,silt_clay,0.2218,1.2257,1.4018
18085,medium_fine_sand,0.2326,1.5535,1.6776
18087,medium_fine_sand,0.2287,1.5791,1.7059
18089,silt_clay,0.2226,1.342,1.5384
18091,medium_fine_sand,0.2216,1.571,1.6977
18093,silt_clay,0.2205,1.3989,1.6057
18095,silt_clay,0.2373,1.305,1.4924
18097,silt_clay,0.2355,1.331,1.5232
18099,medium_fine_sand,0.2195,1.5621,1.6881
18101,silt_clay,0.2247,1.4192,1.6288
18103,silt_clay,0.2347,1.303,1.4905
18105,silt_clay,0.2214,1.3716,1.5734
18107,silt_clay,0.2353,1.3009,1.4879
18109,silt_clay,0.2342,1.292,1.4776
18111,medium_fine_sand,0.2344,1.5977,1.7257
18113,silt_clay,0.2289,1.356,1.5538
18115,silt_clay,0.2278,1.422,1.6316
18117,silt_clay,0.2204,1.3774,1.5804
18119,silt_clay,0.2295,1.4551,1.6701
18121,silt_clay,0.2352,1.3306,1.5228
18123,silt_clay,0.225,1.4238,1.6341
18125,silt_clay,0.2241,1.3986,1.6047
18127,medium_fine_sand,0.2261,1.4987,1.6181
18129,silt_clay,0.2253,1.4189,1.6283
18131,medium_fine_sand,0.2187,1.5286,1.6516
18133,silt_clay,0.2374,1.2735,1.4553
18135,silt_clay,0.2393,1.2698,1.4506
18137,silt_clay,0.2297,1.4405,1.6529
18139,silt_clay,0.2342,1.2863,1.4709
18141,medium_fine_sand,0.2281,1.6235,1.7545
18143,silt_clay,0.2262,1.3922,1.5968
18145,silt_clay,0.2375,1.3411,1.5347
18147,silt_clay,0.224,1.3756,1.5777
18149,medium_fine_sand,0.2369,1.7799,1.9248
18151,silt_clay,0.2359,1.4038,1.6087
18153,silt_clay,0.2305,1.2422,1.4197
18155,silt_clay,0.2287,1.4215,1.6308
18157,silt_clay,0.2423,1.4082,1.6127
18159,silt_clay,0.2349,1.2795,1.4627
18161,silt_clay,0.2376,1.2948,1.4803
18163,silt_clay,0.222,1.3566,1.5556
18165,silt_clay,0.2329,1.2854,1.47
18167,silt_clay,0.2346,1.28,1.4634
18169,silt_clay,0.2364,1.3048,1.4922
18171,silt_clay,0.2404,1.3267,1.5173
18173,silt_clay,0.2236,1.3608,1.5603
18175,silt_clay,0.2244,1.3853,1.5889
18177,silt_clay,0.2386,1.289,1.4733
18179,silt_clay,0.2424,1.2582,1.4364
18181,medium_fine_sand,0.2285,1.5311,1.6534
18183,silt_clay,0.2288,1.3499,1.5466
20001,silt_clay,0.2038,1.0966,1.4811
20003,silt_clay,0.2035,1.0936,1.4769
20005,silt_clay,0.2029,1.1067,1.496
20007,silt_clay,0.2269,1.1806,1.5912
20009,silt_clay,0.217,1.092,1.4689
20011,silt_clay,0.2044,1.099,1.4843
20013,silt_clay,0.2013,1.0905,1.4734
20015,silt_clay,0.1946,1.0518,1.4209
20017,silt_clay,0.1896,1.0197,1.3771
20019,silt_clay,0.2,1.0827,1.4627
20021,silt_clay,0.2081,1.1164,1.5076
20023,silt_clay,0.2075,1.0444,1.4048
20025,silt_clay,0.2155,1.0942,1.4726
20027,silt_clay,0.1993,1.1001,1.4879
20029,silt_clay,0.2001,1.1029,1.4917
20031,silt_clay,0.2027,1.0898,1.4718
20033,silt_clay,0.2226,1.1497,1.549
20035,silt_clay,0.2013,1.1075,1.4978
20037,silt_clay,0.2038,1.0951,1.4789
20039,silt_clay,0.2005,1.1218,1.5186
20041,silt_clay,0.1994,1.0945,1.48
20043,silt_clay,0.1988,1.0857,1.4675
20045,silt_clay,0.2061,1.1301,1.528
20047,silt_clay,0.2219,1.1526,1.5533
20049,silt_clay,0.2,1.0865,1.4683
20051,silt_clay,0.2035,1.1303,1.5294
20053,silt_clay,0.2034,1.1219,1.5175
20055,silt_clay,0.2041,1.0113,1.3589
20057,silt_clay,0.2135,1.0684,1.4365
20059,silt_clay,0.2045,1.1029,1.4898
20061,silt_clay,0.198,1.0817,1.4622
20063,silt_clay,0.2019,0.9735,1.3058
20065,silt_clay,0.207,1.0043,1.3477
20067,silt_clay,0.2027,1.0309,1.3875
20069,silt_clay,0.2088,1.0326,1.3873
20071,silt_clay,0.1892,1.0662,1.4438
20073,silt_clay,0.1983,1.0748,1.4522
20075,silt_clay,0.2057,1.0577,1.4245
20077,silt_clay,0.2237,1.1603,1.5636
20079,silt_clay,0.2134,1.0446,1.4025
20081,silt_clay,0.2039,1.0069,1.3527
20083,silt_clay,0.2028,1.1098,1.5004
20085,silt_clay,0.2038,1.1088,1.4985
20087,silt_clay,0.2074,1.1402,1.5419
20089,silt_clay,0.1987,1.0897,1.4733
20091,silt_clay,0.2048,1.114,1.5055
20093,silt_clay,0.2029,1.0252,1.3793
20095,silt_clay,0.2254,1.1709,1.578
20097,silt_clay,0.222,1.1432,1.5398
20099,silt_clay,0.2068,1.1122,1.5021
20101,silt_clay,0.1985,1.1122,1.5057
20103,silt_clay,0.2061,1.1394,1.5413
20105,silt_clay,0.1996,1.0969,1.4833
20107,silt_clay,0.2042,1.0942,1.4775
20109,silt_clay,0.1975,0.9662,1.2972
20111,silt_clay,0.196,1.0566,1.4272
20113,silt_clay,0.2098,1.0136,1.3597
20115,silt_clay,0.1954,1.0621,1.4354
20117,silt_clay,0.2008,1.0968,1.4827
20119,silt_clay,0.2101,1.0347,1.3899
20121,silt_clay,0.2036,1.0899,1.4716
20123,silt_clay,0.1989,1.0906,1.4746
20125,silt_clay,0.2068,1.1233,1.518
20127,silt_clay,0.1908,1.0245,1.3835
20129,silt_clay,0.2119,1.1168,1.5064
20131,silt_clay,0.2023,1.1024,1.49
20133,silt_clay,0.2061,1.1104,1.4999
20135,silt_clay,0.2029,1.1122,1.5037
20137,silt_clay,0.2046,1.1367,1.5381
20139,silt_clay,0.1987,1.0684,1.443
20141,silt_clay,0.2022,1.1127,1.5048
20143,silt_clay,0.1985,1.0888,1.4722
20145,silt_clay,0.2179,1.0935,1.4706
20147,silt_clay,0.2047,1.1378,1.5396
20149,silt_clay,0.2057,1.138,1.5394
20151,silt_clay,0.2268,1.1868,1.6001
20153,silt_clay,0.1921,1.0892,1.4756
20155,silt_clay,0.2248,1.1619,1.5655
20157,silt_clay,0.2001,1.1048,1.4943
20159,silt_clay,0.2192,1.1168,1.5033
20161,silt_clay,0.1998,1.092,1.4763
20163,silt_clay,0.2063,0.9835,1.3181
20165,silt_clay,0.2035,1.1185,1.5125
20167,silt_clay,0.2037,1.129,1.5274
20169,silt_clay,0.1997,1.0922,1.4766
20171,silt_clay,0.1955,1.1112,1.5056
20173,silt_clay,0.2163,1.0576,1.4199
20175,silt_clay,0.211,1.0876,1.4651
20177,silt_clay,0.206,1.1357,1.5361
20179,silt_clay,0.2032,0.9917,1.3313
20181,silt_clay,0.1887,1.0687,1.4476
20183,silt_clay,0.2034,1.1227,1.5185
20185,medium_fine_sand,0.2294,1.3959,1.6647
20187,silt_clay,0.1969,0.9717,1.3053
20189,silt_clay,0.2117,1.1005,1.4833
20191,silt_clay,0.2204,1.0994,1.4779
20193,silt_clay,0.1904,1.0655,1.4424
20195,silt_clay,0.2047,1.1452,1.5502
20197,silt_clay,0.2013,1.0988,1.4852
20199,silt_clay,0.1919,1.0974,1.4873
20201,silt_clay,0.2003,1.1057,1.4956
20203,silt_clay,0.195,1.1041,1.4956
20205,silt_clay,0.206,1.1208,1.5148
20207,silt_clay,0.2016,1.0929,1.4768
20209,silt_clay,0.2057,1.1359,1.5365
21001,silt_clay,0.2102,1.3342,1.5314
21003,silt_clay,0.2067,1.306,1.4988
21011,silt_clay,0.2063,1.3248,1.521
21025,silt_clay,0.216,1.2887,1.4769
21033,silt_clay,0.2116,1.33,1.5262
21043,silt_clay,0.209,1.1772,1.347
21045,silt_clay,0.2071,1.3146,1.5089
21047,silt_clay,0.2131,1.3391,1.5367
21049,silt_clay,0.2074,1.306,1.4987
21051,silt_clay,0.21,1.2355,1.4154
21053,silt_clay,0.2026,1.1513,1.3178
21055,silt_clay,0.2108,1.3182,1.5125
21057,silt_clay,0.2051,1.3558,1.5577
21063,silt_clay,0.1879,1.1656,1.3372
21069,silt_clay,0.2086,1.3272,1.5234
21075,silt_clay,0.2161,1.3544,1.5541
21083,silt_clay,0.2171,1.368,1.5699
21085,silt_clay,0.2093,1.3276,1.5238
21097,silt_clay,0.2048,1.2988,1.4908
21101,silt_clay,0.2138,1.3482,1.5472
21107,silt_clay,0.2193,1.3605,1.5608
21111,silt_clay,0.216,1.3438,1.5416
21135,silt_clay,0.208,1.3414,1.5402
21139,silt_clay,0.2104,1.3341,1.5312
21141,silt_clay,0.21,1.3264,1.5222
21151,silt_clay,0.2069,1.3072,1.5003
21155,silt_clay,0.2073,1.3049,1.4974
21161,silt_clay,0.2039,1.3053,1.4985
21169,silt_clay,0.2069,1.3102,1.5038
21171,silt_clay,0.2062,1.3212,1.5168
21173,silt_clay,0.2067,1.3047,1.4974
21179,silt_clay,0.2097,1.3103,1.5034
21183,silt_clay,0.2157,1.3444,1.5425
21185,silt_clay,0.205,1.2907,1.4812
21195,silt_clay,0.2114,1.274,1.4604
21199,silt_clay,0.2075,1.1669,1.3353
21207,silt_clay,0.2042,1.3138,1.5085
21209,silt_clay,0.204,1.2823,1.4715
21211,silt_clay,0.205,1.291,1.4815
21213,silt_clay,0.2082,1.2956,1.4864
21219,silt_clay,0.2111,1.33,1.5263
21227,silt_clay,0.209,1.3098,1.5029
21229,silt_clay,0.2056,1.295,1.4861
21231,silt_clay,0.2049,1.3423,1.5418
21601,silt_clay,0.2046,1.2902,1.4806
21602,silt_clay,0.2122,1.332,1.5285
21603,silt_clay,0.2084,1.326,1.522
21604,silt_clay,0.2036,1.2882,1.4784
21605,silt_clay,0.2091,1.168,1.3363
21606,silt_clay,0.2043,1.294,1.4852
21607,silt_clay,0.2102,1.3313,1.5279
21608,silt_clay,0.2078,1.303,1.4951
21610,silt_clay,0.2141,1.3603,1.5614
21611,silt_clay,0.2171,1.3462,1.5443
21612,silt_clay,0.207,1.309,1.5023
21615,silt_clay,0.2168,1.3504,1.5493
21616,silt_clay,0.2121,1.1882,1.3594
21618,silt_clay,0.2059,1.2966,1.4879
21619,silt_clay,0.205,1.2982,1.49
21620,silt_clay,0.2061,1.3133,1.5076
21621,silt_clay,0.207,1.322,1.5176
21622,silt_clay,0.2068,1.2939,1.4846
21623,silt_clay,0.2056,1.2044,1.3796
21624,silt_clay,0.204,1.2898,1.4803
21626,silt_clay,0.2112,1.2623,1.4467
21627,silt_clay,0.2056,1.2189,1.3966
21628,silt_clay,0.2076,1.1881,1.3601
21629,silt_clay,0.2082,1.3152,1.5094
21630,silt_clay,0.205,1.2099,1.3862
21631,silt_clay,0.2143,1.3351,1.5317
21633,silt_clay,0.2141,1.2859,1.474
21634,silt_clay,0.2047,1.1928,1.3662
21635,silt_clay,0.2125,1.3256,1.5209
21637,silt_clay,0.2032,1.3042,1.4974
21638,silt_clay,0.2079,1.2433,1.425
21639,silt_clay,0.2153,1.2893,1.4777
21640,silt_clay,0.2117,1.2562,1.4395
21641,silt_clay,0.2098,1.2532,1.4363
21643,silt_clay,0.2063,1.2817,1.4704
21645,silt_clay,0.2057,1.1859,1.3578
21646,silt_clay,0.2089,1.3274,1.5237
21647,silt_clay,0.2088,1.3515,1.552
21648,silt_clay,0.2059,1.3517,1.5527
21709,silt_clay,0.2127,1.3596,1.5609
22001,silt_clay,0.2119,1.3146,1.5081
22003,silt_clay,0.2232,1.2197,1.3945
22005,silt_clay,0.1977,1.2385,1.4211
22007,silt_clay,0.1841,1.1842,1.3597
