Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/04  10:00:00,165.661206809,6.996125334,0.000851150009319,0.0,80.527626,75.0917375,299.149725435,255.747095815,24.0426,19.3600296197
 01/04  11:00:00,169.338712063,6.996125334,0.00309368747389,0.0,80.527626,79.0911225,219.684591249,166.132878507,32.0568,21.4949127414
 01/04  12:00:00,169.768893506,6.996125334,0.0,0.0,80.527626,79.0911225,168.462223798,112.984983036,32.0568,23.4204407618
 01/04  13:00:00,168.867271591,6.996125334,0.0,0.0,80.527626,79.0911225,130.53285693,72.0727164755,32.0568,26.4033404548
 01/04  14:00:00,164.82312614,6.996125334,0.0,0.0,80.527626,75.0917375,98.1729675464,55.7088638245,16.0284,26.435703722
 01/04  15:00:00,164.812520048,6.996125334,0.0,0.0,80.527626,75.0917375,76.7879880175,40.3371944716,16.0284,20.4223935459
 01/04  16:00:00,162.788592334,6.996125334,0.0,0.0,80.527626,73.092045,66.7987563822,43.1455512501,3.20568,20.4475251321
 01/04  17:00:00,165.543958132,6.996125334,0.0,0.0,80.527626,73.092045,71.7391390943,62.7748469438,3.20568,5.75861215045
 01/04  18:00:00,128.006454325,6.996125334,0.0,0.0,80.527626,29.818365,90.8475117265,84.7530792672,3.20568,2.88875245931
 01/04  19:00:00,128.026328085,6.996125334,0.0,0.0,80.527626,29.818365,109.087612639,100.107715937,3.20568,5.77421670126
 01/04  20:00:00,128.237881631,6.996125334,0.0,0.0,80.527626,29.818365,111.904279259,100.032554497,3.20568,8.66604476207
 01/04  21:00:00,128.232241149,6.996125334,0.0,0.0,80.527626,29.818365,120.086526026,108.222136462,3.20568,8.65870956382
 01/04  22:00:00,55.5196516851,0.0,0.0,0.0,15.863942322,29.242365,8.98544899597,0.0,3.20568,5.77976899597
 01/04  23:00:00,55.4056822356,0.0,0.0,0.0,15.863942322,29.242365,8.9669920198,0.0,3.20568,5.7613120198
 01/04  24:00:00,56.2021589373,0.0,0.0,0.0,15.863942322,29.242365,6.09416414085,0.0,3.20568,2.88848414085
 01/05  01:00:00,55.462955025,0.0,0.0,0.0,15.863942322,29.242365,6.09042182737,0.0,3.20568,2.88474182737
 01/05  02:00:00,55.4814518877,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/05  03:00:00,55.5107410555,0.0,0.0,0.0,15.863942322,29.242365,6.09040941242,0.0,3.20568,2.88472941242
 01/05  04:00:00,55.4975673964,0.0,0.0,0.0,15.863942322,29.242365,6.09039688742,0.0,3.20568,2.88471688742
 01/05  05:00:00,55.7008043122,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/05  06:00:00,55.6849845303,0.0,0.0,0.0,15.863942322,29.242365,6.09038430388,0.0,3.20568,2.88470430388
 01/05  07:00:00,63.7539750457,6.996125334,0.0030425946782,0.0,15.863942322,29.818365,284.411438186,278.321066512,3.20568,2.8846916745
 01/05  08:00:00,122.456205172,6.996125334,0.000587116219371,0.0,80.527626,29.818365,139.023681569,132.928994341,3.20568,2.88900722848
 01/05  09:00:00,164.779194356,6.996125334,0.00534213164735,0.0,80.527626,75.0917375,92.6558833613,57.0309776921,24.0426,11.5823056692
 01/05  10:00:00,165.140169006,7.20542023527,0.125307468776,0.0,80.527626,75.0917375,79.8374743962,35.3774928352,24.0426,20.4173815609
 01/05  11:00:00,170.787127735,8.09238735824,0.866251680247,0.0,80.527626,79.0911225,72.9780273511,20.4858807717,32.0568,20.4353465794
 01/05  12:00:00,175.779151651,9.4503086425,3.7539601541,0.0,80.527626,79.0911225,56.3116383299,0.835721159286,32.0568,23.4191171707
 01/05  13:00:00,177.398997878,10.2059887611,5.31301543749,0.0,80.527626,79.0911225,58.4627583104,0.0,32.0568,26.4059583104
 01/05  14:00:00,171.979749457,11.0279662393,3.08182285378,0.0,80.527626,75.0917375,54.4429936474,11.9781649625,16.0284,26.4364286849
 01/05  15:00:00,169.363721503,11.4243811638,0.100539270821,0.0,80.527626,75.0917375,65.259096967,28.8088093245,16.0284,20.4218876425
 01/05  16:00:00,166.987194383,11.1426061289,0.0,0.0,80.527626,73.092045,95.3044078216,68.7295548397,3.20568,23.3691729819
 01/05  17:00:00,166.146048765,7.52511958549,0.0,0.0,80.527626,73.092045,106.275839807,100.181055474,3.20568,2.88910433269
 01/05  18:00:00,128.054519589,6.996125334,0.0,0.0,80.527626,29.818365,112.555249591,106.460398501,3.20568,2.88917108949
 01/05  19:00:00,128.103784183,6.996125334,0.0,0.0,80.527626,29.818365,132.328237715,123.348675756,3.20568,5.77388195941
 01/05  20:00:00,128.396519593,6.996125334,0.0,0.0,80.527626,29.818365,148.583957912,136.711368118,3.20568,8.6669097931
 01/05  21:00:00,128.517756871,6.996125334,0.0,0.0,80.527626,29.818365,164.83300525,152.96873862,3.20568,8.65858662941
 01/05  22:00:00,55.4773082232,0.0,0.0,0.0,15.863942322,29.242365,8.98504195959,0.0,3.20568,5.77936195959
 01/05  23:00:00,55.3681149295,0.0,0.0,0.0,15.863942322,29.242365,8.96758547954,0.0,3.20568,5.76190547954
