Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/02  02:00:00,14.6828528343,0.0,0.0,0.0,1.52997510988,7.4902,3.93196997284,0.0,3.33988,0.592089972841
 12/02  03:00:00,14.6967248948,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/02  04:00:00,14.7168133337,0.0,0.0,0.0,1.52997510988,7.4902,3.93195867051,0.0,3.33988,0.592078670505
 12/02  05:00:00,14.8680723428,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/02  06:00:00,23.0239334307,4.41452535351,0.0,0.0,4.58992532963,8.1892,81.5122425522,72.5704579917,8.3497,0.592084560474
 12/02  07:00:00,38.9993565058,4.41452535351,0.0166490506714,0.0,9.17985065927,19.4245,82.8862834418,62.1482352102,16.6994,4.03864823159
 12/02  08:00:00,42.2448039835,4.41452535351,0.00613220141942,0.0,9.17985065927,26.9147,70.9013386553,41.2386434023,25.0491,4.61359525305
 12/02  09:00:00,42.2837743308,4.41452535351,0.000674494596634,0.0,9.17985065927,26.9147,67.2547132939,29.2418171278,33.3988,4.61409616609
 12/02  10:00:00,34.8393199671,4.41452535351,0.000704731477286,0.0,9.17985065927,19.4245,58.0798221357,19.1040825247,25.0491,13.9266396111
 12/02  11:00:00,42.3800680732,4.41452535351,0.00322784572127,0.0,9.17985065927,26.9147,63.9884070193,9.48938712413,41.7485,12.7505198952
 12/02  12:00:00,43.1477772779,4.41452535351,0.00708175952188,0.0,9.17985065927,26.9147,55.6749161005,0.0,41.7485,13.9264161005
 12/02  13:00:00,42.8152543719,4.41452535351,0.312405588839,0.0,9.17985065927,26.9147,55.6731177359,0.0,41.7485,13.9246177359
 12/02  14:00:00,34.9897011426,4.41452535351,0.0159423821199,0.0,9.17985065927,19.4245,46.1491142992,0.0,33.3988,12.7503142992
 12/02  15:00:00,34.9743227466,4.41452535351,0.0,0.0,9.17985065927,19.4245,36.065967855,0.01648910946,25.0491,11.0003787456
