Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/03  18:00:00,168.865988993,30.8281113474,7.7113555544,0.00816576524755,24.7345865669,47.5788473902,76.8384340189,71.8655499892,4.9528840297,0.02
 11/03  19:00:00,169.491914337,31.1404080811,7.42922994765,0.127146533842,24.7345865669,47.5788473902,81.5095329268,76.5366488971,4.9528840297,0.02
 11/03  20:00:00,147.968078714,29.8912211464,6.65372537041,0.30951209532,12.3672932834,38.6892022431,94.4145278465,91.4227974287,2.97173041782,0.02
 11/03  21:00:00,121.14268343,24.1940439775,4.79632862234,0.987953341916,12.3672932834,27.0668015668,82.9955095062,80.0037790884,2.97173041782,0.02
 11/03  22:00:00,97.2070053936,21.4889644326,3.42978393739,5.19392348638,4.12243109448,15.9888894789,74.051144794,71.0594143761,2.97173041782,0.02
 11/03  23:00:00,116.277738303,26.8612055408,4.30211570169,9.28076040708,4.12243109448,15.9888894789,95.4955111737,92.5037807559,2.97173041782,0.02
 11/03  24:00:00,100.714970951,21.4889644326,3.45921448571,9.03637276491,4.12243109448,15.9888894789,77.9208060108,74.929075593,2.97173041782,0.02
 11/04  01:00:00,118.241712,26.8612055408,5.19847011901,13.0228363436,4.12243109448,15.9888894789,107.298887816,95.7253315577,2.97173041782,8.60182584086
 11/04  02:00:00,101.782396414,21.4889644326,4.4674522613,11.3044378989,4.12243109448,15.9888894789,79.9390243756,76.9472939578,2.97173041782,0.02
 11/04  03:00:00,120.621904402,26.8612055408,6.11751459064,15.5419539084,4.12243109448,15.9888894789,100.271852284,97.2801218666,2.97173041782,0.02
 11/04  04:00:00,128.632108262,31.2965564479,7.58815230572,12.8745587588,4.12243109448,16.0517297156,116.872285201,113.880554783,2.97173041782,0.02
 11/04  05:00:00,131.754251801,31.7650015484,7.16613356114,17.3407055486,4.12243109448,16.0517297156,117.763640926,114.771910508,2.97173041782,0.02
 11/04  06:00:00,159.481016485,32.2334466489,5.7158157608,20.9980065702,4.12243109448,39.6058045677,125.882024306,122.890293888,2.97173041782,0.02
 11/04  07:00:00,226.539229805,32.2334466489,8.68426694131,59.3088149273,12.3672932834,65.3531420225,178.881008437,173.908124407,4.9528840297,0.02
 11/04  08:00:00,211.566213122,32.2334466489,9.73658402569,49.6951946435,12.3672932834,68.2430321324,172.568750663,167.595866633,4.9528840297,0.02
 11/04  09:00:00,230.446617527,32.2358583577,10.5965700673,40.21233945,16.4897243779,93.1370602926,158.922905984,150.978291537,7.92461444751,0.02
 11/04  10:00:00,227.626621787,32.2457591951,11.6361725145,36.9846724735,16.4897243779,93.1370602926,150.852908819,142.908294371,7.92461444751,0.02
 11/04  11:00:00,224.504524324,32.2531821916,12.6644928782,34.1562128646,16.4897243779,93.1370602926,144.798042292,136.853427844,7.92461444751,0.02
 11/04  12:00:00,214.820045776,32.257797256,13.9543332779,31.3163178552,16.4897243779,83.9857416113,146.441370947,129.905861053,7.92461444751,8.61089544657
 11/04  13:00:00,214.303509241,32.261355536,15.7067373868,26.9088944599,16.4897243779,83.9857416113,128.224523003,120.279908556,7.92461444751,0.02
 11/04  14:00:00,209.441356419,32.2644450335,16.5050387143,22.9371252515,16.4897243779,83.9857416113,122.625695943,114.681081496,7.92461444751,0.02
 11/04  15:00:00,164.676260341,32.2334466489,13.3507885433,0.575149341985,12.3672932834,70.6512738906,71.5872860465,66.6144020168,4.9528840297,0.02
 11/04  16:00:00,165.983723428,32.2334466489,12.2864183528,1.53612637426,12.3672932834,70.6512738906,74.9136099504,69.9407259207,4.9528840297,0.02
 11/04  17:00:00,158.194687659,32.2334466489,11.845140681,2.67635885535,12.3672932834,58.1284167478,81.7586492255,76.7857651958,4.9528840297,0.02
 11/04  18:00:00,131.468422581,29.4227760459,11.6633159472,0.0,12.3672932834,24.9413748627,94.7207958552,89.7479118255,4.9528840297,0.02
